User,arroba,hora de publicación,publicación
Aleyda Mery Acosta Villota, @aleydamery, 22:14, """viva claudia"""
Cuenta Nueva, @cuentanueva, 22:21, """si ya dijeron y ganó claudia"""
Rodrigo Miranda, @rodrigomiranda, 22:57, """Que triste los morenistas mediocres, solo con tal de ser un país flojo apoyan"""
IsaidGalvan, @isaidgalvan, 22:40, """Fuera Morena!!!"""
Brandon Rendon, @brandonrendon, 22:24, """arriba mi patrona Claudia"""
Lorena Chapa, @lorenachapa, 22:50, """YA GANO CLAUDIA !!!"""
Golden_fb, @goldenfb, 22:18, """Vamos Claudia"""
Rodrigo Gastón García Reyes, @rodrigogaston, 22:34, """CLAUDIA PRESIDENTA"""
Omar Martínez, @omarmartinez, 22:29, """puro rico pobre voto por el priaaaann"""
alegangro treviño, @alegangro, 22:27, """gano Claudia"""
Rosa Sánchez, @rosasanchez, 22:26, """fuera morena"""
Mayte Arancivia, @maytearancivia, 22:42, """de verdad gente voto por Xóchitl"""
Angel Rivera, @angelrivera, 22:46, """No se cansan de robar y creen que seguirán los de Xochitl Gana Claudia sin corrupción ni robo !!!"""
Ricardo Barrios, @ricardobarrios, 22:20, """va ganar claudiaaa!!"""
Sergio Montiel Rivas, @sergiomontiel, 22:51, """amo a Claudia"""
Rosa Sánchez, @rosasanchez, 22:58, """viva Xochitl"""
Edyan Arce Ortíz Benítez, @edyanarce, 22:33, """vamos Xochitl"""
ANA VALLE, @anavalle, 22:45, """si Gana Claudia, solo quiero decirles que aprovechen al máximo sus cosas, porque para el 2025 todo lo que tengas le pertenecerá al Gobierno 🗣"""
LEmON_BArK, @lemon_bark, 22:47, """ya ganó claudia muchachos"""
Julio Gómez, @juliogomez, 22:32, """Fuera el partido verde📣📣📣📣📣"""
Guadalupe González, @guadalupegonzalez, 22:53, """¡YA DIGAN POR FAVOR NO QUIERO NECESITO SABER! 🧡🧡🧡🧡"""
Yolanda Reyes, @yolandareyes, 22:56, """PRESIDENTA PRESENTA PRESIDENTA 💪🇲🇽 CLAUDIA ❤❤❤❤❤❤❤"""
Luis Angel, @luisangel, 22:38, """GANO CLAUDIA VAMOOOOO"""
Jesús Ismael Urrea Vazquez, @jesusismael, 22:36, """alv pensé que Maynez Hiba a estar en segundo lugar"""
Shyru, @shyru, 22:54, """ya ganó Claudia?"""
Emma, @emma, 22:15, """y pensar que dentro de un año vamos a vivir como Los Cubanos en un país comunista"""
Angel Rivera, @angelrivera, 22:43, """VIVA MORENA"""
MICHELLE CG, @michellecg, 22:59, """FUERA MORENA QUE HOOOOORRROOOOOR"""
KOMGOMS, @komgoms, 22:23, """Viva claudia🫦🫦🫦🫦"""
☆Jojo☆, @jojo, 22:11, """VAMOS CLAUDIAAA"""
Vanessa Castillo, @vanessacastillo, 22:39, """es en serio que se emocionan por Claudia, están bien pendej0s, pero ni modo la inteligencia los persigue pero ustedes son más rápidos"""
Shyru, @shyru, 22:19, """YA GANO CLAUDIA?"""
Rosa Sánchez, @rosasanchez, 22:11, """por el bien de México que gane Xochitl"""
Luis Angel, @luisangel, 22:29, """GANO CLAUDIA VAMOOOOO"""
Mikishima, @mikishima, 22:35, """fuera los morenos"""
Edyan Arce Ortíz Benítez, @edyanarce, 22:47, """viva Xochitl"""
Sara☆, @sara, 22:13, """Arriba PRI-CHOS💋🫦"""
ANA VALLE, @anavalle, 22:41, """Ya quiero verlos diciendo 'Viva Claudia' cuando México se vaya ALV 😍"""
KOMGOMS, @komgoms, 22:16, """Eso mi chiquistrikis, vamos contigo claudia🫦🫦🫦🫦🫦"""
☆Jojo☆, @jojo, 22:25, """VAMOS MORENA"""
Edyan Arce Ortíz Benítez, @edyanarce, 22:33, """vamos xoxhil"""
Clickclack wimwam, @clickclack, 22:22, """Claudia ganó desde que se postuló"""
Jesus Alejandro Torres naranjo, @jesustorres, 22:38, """Vamos claudia"""
Rosa Sánchez, @rosasanchez, 22:48, """viva Xochitl"""
☆Jojo☆, @jojo, 22:19, """VAMOS MORENA"""
Luis Angel, @luisangel, 22:12, """GANO CLAUDIA VAMOOOOO"""
Guadalupe González, @guadalupegonzalez, 22:36, """Va perdiendo Máynez 🫣🧡"""
Angelcaido, @angelcaido, 22:45, """CLAUDIA NOS TRAJO A INTERPOL"""
Brian Rodriguez Manuel, @brianrodriguez, 22:27, """todos los municipios del estado de Veracruz, va ganando morena!!! El PRIAN no sabe jugar limpio🤬"""
Eternal_ Yael, @eternalyael, 22:30, """los morenistas necesitan el dinero sin trabajar"""
David De La Torre 369, @david369, 22:34, """YA GANO MORENA"""
TBC BlissWarrior, @tbcblisswarrior, 22:52, """EMPRESARIOS NO QUIEREN PAGAR IMPUESTOS Y VOTAN POR XÓCHILT"""
Angelcaido, @angelcaido, 22:31, """CLAUDIA GANÓ LA GENERACIÓN 🐀💎"""
Rosario Elias, @rosarioelias, 22:18, """estamos contigo Xochitl"""
Marcusmonkey2000, @marcusmonkey2000, 22:46, """Maynez ganando 😍🧡"""
Rosa Sánchez, @rosasanchez, 22:24, """si ya huele a fraude"""
Emma, @emma, 22:39, """voto por un país capitalista y no socialista"""
CALEEXX YT, @caleexxyt, 22:26, """VIVAS CLAUDIA 🇲🇽🤎🇲🇽🤎🇲🇽🤎🇲🇽🤎"""
David De La Torre 369, @david369, 22:50, """LLOREN XOCHILOVERS JAJAJAJAJAJAJ"""
Tony Pixtex, @tonypixtex, 22:40, """Que gane Maynez"""
Marcusmonkey2000, @marcusmonkey2000, 22:37, """Maynez Maynez 🧡 ya ganó"""
Victor SA, @victorsa, 22:43, """si gana Xóchitl me voy a poner en criogenización"""
Bian Barcena, @bianbarcena, 22:15, """Arriba Xochilt"""
CRISTY, @cristy, 22:51, """GANÓ CLAUDIA"""
Holaaaa, @holaaaa, 22:14, """arriba Xóchitl 💙💙💙💙"""
Yañez Galván Marco Antonio, @yanmarco, 22:29, """Maynez🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡"""
Rosa Sánchez, @rosasanchez, 22:53, """Ami se fue el sueño con pensar que pasaría si gana Claudia"""
chocomilk, @chocomilk, 22:44, """Xóchitl te queremos pero fuera del país"""
Ergo Proxy, @ergoproxy, 22:49, """no se preocupen por Xóchitl vaya se hace más rica vendiendo gelatinas"""
Quirino Hernández David Santiago, @quirinohdavid, 22:56, """CLAUDIAAAAAAA"""
Quirino Hernández David Santiago, @quirinohdavid, 22:28, """ES CLAUDIAAAAAAA"""
Fer345, @fer345, 22:21, """xochitla tu puedes"""
Sofi Hernández, @sofihernandez, 22:42, """biba Claudia"""
Jazmín Jiménez Becerril, @jazminjimenez, 22:17, """Va hacer fraude por saturación y ganará Xóchitl"""
Parota Perez, @parotaperez, 22:23, """claudia presidenta"""
Quirino Hernández David Santiago, @quirinohdavid, 22:32, """CLAUDIA PRESIDENTA"""
CRISTY, @cristy, 22:55, """GANÓ CLAUDIA"""
Holaaaa, @holaaaa, 22:20, """arriba Xóchitl 💙💙💙💙"""
Yañez Galván Marco Antonio, @yanmarco, 22:54, """Maynez🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡"""
Rosa Sánchez, @rosasanchez, 22:11, """Ami se fue el sueño con pensar que pasaría si gana Claudia"""
chocomilk, @chocomilk, 22:16, """Xóchitl te queremos pero fuera del país"""
Ergo Proxy, @ergoproxy, 22:48, """no sé preocupen por Xochitl vaya se hace más rica vendiendo gelatinas"""
Quirino Hernández David Santiago, @quirinohdavid, 22:15, """CLAUDIAAAAAAA"""
Sabrina Rocky, @sabrinarocky, 22:38, """pan💙💙💙💙💙💙"""
FERNANDO Ponce, @fernandoponce, 22:36, """ganó Claudia"""
Christian Michel Valdez Ibarra, @christianvaldez, 22:30, """MAYNEZ VA A GAANR, AHORITA REMONTA WEY"""
Fabiola Ramirez, @fabiolaramirez, 22:46, """Marisol Domínguez presidenta"""
Gaticristo-2009, @gaticristo2009, 22:50, """CREO EN TI CLAUDIA HASTA EL FINAL"""
HORUS, @horus, 22:25, """xochil presidenta pero del circo atayde hermanos"""
till manson, @tillmanson, 22:27, """Marisol Domínguez Presidenta ❗❗❤"""
Bienes Raíces - Bloxburg, @bienesraices, 22:12, """VAMOS XÓCHITL !🙏🏻🙏🏻"""
Hisoba, @hisoba, 22:19, """QUE TRISTE QUE MIS HERMANOS MEXICANOS PIENSEN QUE LA IZQUIERDA ES LA SOLUCION, LO VAMOS A PAGAR MUY CARO. LA IZQUIERDA SOLO TRAE POBREZA 🥲🥲🥲"""
Christian Michel Valdez Ibarra, @christianvaldez, 22:45, """MAYNEZ VA A GAANR, AHORITA REMONTA WEY"""
Alain Mora, @alainmora, 22:31, """CLAUDIA!!!"""
fátima sc, @fatimasc, 22:53, """Si gana Claudia, estas votaciones van a ser un fraude"""
Gaticristo-2009, @gaticristo2009, 22:28, """HASTA EL FINAL CLAUDIA VAMOS VAMOS"""
Mafer Muval, @mafermuval, 22:26, """QUE VIVAN CAIFANES Y MI PRESIDENTA CLAUDIA 🗣"""
Majo Garrido, @majogarrido, 22:37, """Si gana Xóchitl pido asilo político en otro país 💀"""
Kevin Antonio, @kevinantonio, 22:40, """gano Claudia"""
Ailed RM, @ailedrm, 22:52, """VAMOS CLAUDIAAAAA❤"""
Marcusmonkey2000, @marcusmonkey2000, 22:14, """Maynez remontada 🧡"""
Gaticristo-2009, @gaticristo2009, 22:44, """SI GANA XOCHITL ME LARGO DE MEXICO"""
Mayte Arancivia, @maytearancivia, 22:35, """vamos Claudia"""
Chrisaurus YT, @chrisaurusyt, 22:23, """VAMOS MAYNEZZZZZZ"""
Christian Michel Valdez Ibarra, @christianvaldez, 22:50, """VAMOSSS MAYNEZ DEMUESTRA LO QUE PUEDES DAR A MEXICOOOOOOOOOOO!!"""
Mafer Muval, @mafermuval, 22:19, """CLAUDIAAAAAA 🗣"""
Leslie G. Herrera S., @leslieherrera, 22:33, """Maynez es mi pastor y nada me faltará, vamos Maynez ya solo te faltan 92mil votos y rebasamos a Cheimbaun"""
S. Ancestral, @sancestral, 22:22, """grande Claudia"""
Mikishima, @mikishima, 22:49, """Morena tu cola🔥🔥🔥🔥"""
PoisonedDollitaa, @poisoneddollitaa, 22:27, """MARISOL DOMÍNGUEZ PRESIDENTA ❗❗❗❗"""
Luis Contreras, @luiscontreras, 22:39, """CLAUDIA !!!!!"""
Jonathan Espinoza, @jonathanespinoza, 22:34, """vamos con todo Claudia tijuana esta contigo"""
Marcy♡, @marcy, 22:13, """🔴VIVA CLAUDIA 🔴"""
Sebastian Lazarin, @sebastianlazarin, 22:54, """PURO POBRE VOTA POR MORENA"""
The Country?, @thecountry, 22:18, """BECAAA= CLAUDIA !!!🗣😘"""
Jose A, @josea, 22:51, """Quieren llorar, ESTA ARRASANDO MORENA, les arde hasta el ALMA a todos los del PRIAN 😂"""
Mafer Muval, @mafermuval, 22:46, """HOY GANÓ MÉXICO 🗣"""
GABRIEL LOMAS, @gabriellomas, 22:40, """face-red-heart-shapeCLAUDIA"""
Sinai Morales, @sinaimorales, 22:15, """Y si morena compró votos, porque no me pagaron ?? 🤣🤣 yo voté por morena quiero mi pago entonces"""
Victor Vazquez, @victorvazquez, 22:41, """YO LE DI MI VOTO GRATIS A MORENA Y SE LO VOLVERÍA A DAR"""
Isaac Tomas Quintero, @isaacquintero, 22:29, """Xochitl es solo una señora que te encuentras en el mercado, pobres los que votaron por ella"""
Mariana Galicia, @marianagalicia, 22:45, """Xóchitl juguete de los del PAN"""
Itziro Nimitz 🇲🇽, @itziro, 22:42, """que paso las encuestas de Xóchitl fallaron 🤣🤣🤣 van a llorar 😭"""
Xaami cnwnc, @xaamicnwnc, 22:12, """MAYNEZ GANARA, NO LEO LLOROSface-blue-heart-eyes"""
Maru, @maru, 22:16, """Aquí dieron tamales para que votaran ‼🔥"""
Gisela Lauterio, @gisela_lauterio, 22:35, """viva Claudia"""
Mafer Muval, @mafermuval, 22:19, """AHUEVO, VAMOS MORENA 🗣"""
papskitty, @papskitty, 22:26, """Marisol Domínguez presidenta por un México limpio y seguro 💜💜🇲🇽🗣🔥🔥🔥‼‼‼‼‼"""
Santiago Sixto Martinez, @santiagosixto, 22:37, """Morena es igual a masacre y muerta"""
Yarabit Vera, @yarabitvera, 22:48, """SEAMOS SINCEROS CLAUDIA SERÁ COMO PORFIRIO DIAZ, SACARÁ A MÉXICO ADELANTE PERO NO A LOS CIUDADANOS. (Soy morenista 😭)"""
Carlos Fernández, @carlosfernandez, 22:21, """Claudia presidenta ♥"""
Holaaaa, @holaaaa, 22:31, """los que le van a Morena que bueno que disfrutan como todos somos pobres y su país se destruye, ¿felices? 😒"""
Mafer Muval, @mafermuval, 22:55, """CLAUDIAAAAAA 🗣"""
papskitty, @papskitty, 22:12, """Marisol Domínguez presidenta por un México limpio y seguro 💜💜🇲🇽🗣🔥🔥🔥‼‼‼‼‼"""
Ricardo Villalobos, @ricardovillalobos, 22:25, """Mexinzuela!!! mexinzuela!!!! ra ra ra!!!!"""
Bonifacio Soto Rivera, @bonifaciosoto, 22:37, """Claudia va a ganar"""
Rosa Sánchez, @rosasanchez, 22:29, """morena compro votos a $500"""
Alex Ortiz, @alexortiz, 22:41, """quiero ver la cara de Xóchitl cuando vea que no ganó 🫣"""
Luis Cruz, @luiscruz, 22:50, """CLAUDIA SU PRESIDENTA🇲🇽"""
Majo Garrido, @majogarrido, 22:35, """hay que votar por la gory, por qué fue una persona fría, calculadora 🫦"""
Itziro Nimitz 🇲🇽, @itziro, 22:19, """Xaami mañana ya lo confirmarás deja de llorar 🤣"""
Guillermo Canek, @guillermocanek, 22:16, """el papá de tu mamá es gay, Rafael?"""
悲Banshee, @banshee, 22:44, """la verdadera pregunta es, ¿quién votó por el PT nmms esa cosa vale vrga"""
𝚌𝚛𝚊𝚣𝚢_𝚢𝚞𝚔𝚒°, @crazyyuki, 22:53, """YA GANO CLAUDIAAAA 🥵"""
Luis Cruz, @luiscruz, 22:22, """CLAUDIA SU PRESIDENTA🇲🇽"""
Manuel Martinez De La Luz, @manuelmartinez, 22:56, """arriba CLAUDIA PRECIOSA!!"""
Mafer Muval, @mafermuval, 22:31, """TE AMO CLAUDIAAAAAA"""
Ricardo Villalobos, @ricardovillalobos, 22:24, """cómo ya somos Mexinzuela, y el desabasto de alimentos que habrá, ahora sí voy a bajar de peso. gracias mi presindeta."""
Yarabit Vera, @yarabitvera, 22:18, """CLAUDIA ES LA MÁS PREPARADA SOLO QUE SE MAL INFLUENCIA EN UN PARTIDO MEDIO CORRUPTO"""
Mafer Muval, @mafermuval, 22:45, """TE AMO CLAUDIAAAA 🗣 AQUI NO SOPORTAN TU PRESENCIA"""
Carlos, @carlos, 22:39, """Valió maynez"""
Valentina Hernández, @valentinahernandez, 22:26, """si gana Claudia me pongo a estudiar bien"""
Ricardo Quintero Catellon, @ricardoquintero, 22:52, """felicidades Claudia Claudia Claudia Claudia Claudia Claudia Claudia Claudia Claudia Claudia Claudia Claudia Claudia Claudia"""
Gaticristo-2009, @gaticristo2009, 22:20, """CLAUDIA ESTAMOS CONTIGO"""
Nononono, @nononono, 22:47, """me da cosa respirar el mismo aire que los que votaron por Xochitl"""
Gabriel Rivas, @gabrielrivas, 22:34, """Los que votaron por morena, prepárense para 6 @"""
Carlos, @carlos, 22:40, """MORENA🟥"""
Cynthia Núñez, @cynthianunez, 22:48, """VAMOS MAYNEZ ☀"""
Guillermo Canek, @guillermocanek, 22:11, """mejor sean como rafael gay"""
Jorge Luis Sanchez, @jorgeluis, 22:27, """Viva Maynez"""
Gaticristo-2009, @gaticristo2009, 22:43, """CLAUDIA ESTAMOS CONTIGO"""
PoisonedDollitaa, @poisoneddollitaa, 22:29, """MARISOL DOMÍNGUEZ PRESIDENTA ❗❗❗❗"""
Cynthia Núñez, @cynthianunez, 22:38, """Fuera morenaaaaaaa"""
Crisanto Shalom shalom, @crisanto, 22:54, """CLAUDIA SHEUBAM PARDO. PRESENTARÁ. mañana su gabinete de la república ganso BOLIVARIANA SOCIALISTA 🇨🇺🇻🇪🇦🇷🇻🇳🇸🇴🇲🇽"""
Mafer Muval, @mafermuval, 22:15, """Crema para la ardida de Xóchitl y sus seguidores 🫦"""
KoЯnutz, @kornutz, 22:33, """MARISOL DOMÍNGUEZ PRESIDENTA ❗🫦❗"""
Guadalupe Aguayo, @guadalupeaguayo, 22:51, """Claudia ❤❤❤🇲🇽"""
Victor Vazquez, @victorvazquez, 22:23, """C L A U D I A S H E I M B A U N"""
Mafer Muval, @mafermuval, 22:46, """VIVA CAIFANES 🗣🫵🏻"""
ROSA ISELA NUCAMENDI GOMEZ, @rosaiselanucamendi, 22:28, """DEJENSE DE PAYASADAS LOS NUMEROS NO MIENTEN CLAUDIA PRESIDENTA"""
Rafael Guzmán, @rafaelguzman, 22:42, """claudia"""
Itziro Nimitz 🇲🇽, @itziro, 22:17, """VOY A DORMIR TRANQUILO LASTIMA POR EL 🤡 QUE LE CREYO A XOCHITL 🤣🤣🤣"""
Xaami cnwnc, @xaami, 22:32, """PURO LLORONNNN"""
Crisanto Shalom shalom, @crisanto, 22:36, """VIVA EL OXXO. , VIVA EL NESQUIK , 🇨🇺🇲🇽🌿❤"""
Guadalupe Aguayo, @guadalupeaguayo, 22:30, """Claudia 💪❤ CLAUDIA CLAUDIA CLAUDIA CLAUDIA CLAUDIA 🇲🇽💪 PRESIDENTA"""
Álvarez Cesar Machuca Alvarez, @cesarmachuca, 22:14, """toda mi familia votó por Claudia cuál esconder votas no bromeen"""
Yolanda Reyes, @yolandareyes, 22:19, """Claudia 💪❤ CLAUDIA CLAUDIA CLAUDIA CLAUDIA CLAUDIA 🇲🇽💪 PRESIDENTA"""
Fernando._.7u7, @fernando77, 22:55, """Voten por Marisol Domínguez 😍que tiene 23 casi 24 votos 😍😍😍😍"""
Vanessa Servín Martínez, @vanessamartinez, 22:13, """Xóchitl dando patadas de ahogado...face-purple-crying"""
Riroo Hasnburd, @riroohasnburd, 22:12, """Puro ignorante sin futuro, y ridículo vota por Xóchitl, quieren que México vuelva a ser como cuando gobernaba Fox y Calderón, que suba el dólar y que México sea el 9 país más pobre del mundo? JAJA"""
Miguel Muñoz, @miguelmunoz, 22:49, """Vamos con la Dra. Claudia ✨✨"""
Angelcaido, @angelcaido, 22:50, """CLAUDIA GANÓ LA GENERACIÓN 🐀💎"""
DR Droiid, @drdroid, 22:12, """la Xóchitl me ofrecía 500$ por mi voto 🤣🤣🤣"""
Mafer Muval, @mafermuval, 22:24, """VAMOS CLAUDIAAAAAA"""
Yarabit Vera, @yarabitvera, 22:36, """SEAMOS SINCEROS CLAUDIA SERÁ COMO PORFIRIO DIAZ, SACARÁ A MÉXICO ADELANTE PERO NO A LOS CIUDADANOS. (Soy morenista 😭)"""
Nononono, @nononono, 22:15, """quietenle el internet a la Xochitl pobrecita"""
Bryan Águila, @bryanaguila, 22:47, """vamos claudia"""
AxelMg, @axelmg, 22:32, """MAINEZ BEBÉ YA GANÓ 🧡🧡🧡🧡🧡🧡"""
Mafer Muval, @mafermuval, 22:38, """CLAUDIA PA PRESIDENTA Y XÓCHILT PA LA CALLE CON SUS GELATINAS MILLONARIAS"""
Yolanda Reyes, @yolandareyes, 22:41, """Claudia 💪❤ CLAUDIA CLAUDIA CLAUDIA CLAUDIA CLAUDIA 🇲🇽💪 PRESIDENTA"""
Explore Canada, @explorecanada, 22:13, """❤❤Eliza preciosa! Hasta está vestida como una diosa! ❤❤"""
Riroo Hasnburd, @riroohasnburd, 22:27, """Puro ignorante sin futuro, y ridículo vota por Xochitl, quieren que México vuelva a ser como cuando gobernaba Fox y Calderon, que suba el dólar y que México sea el 9 país más pobre del mundo? JAJA"""
Monse Mendez, @monsemendez, 22:52, """YA DIGANNN QN GANOOOOO❇❇❇❇❇"""
Gaticristo-2009, @gaticristo2009, 22:29, """DONES LLORONES EN CONTRA DE MORENA"""
Espinosa Cortez Ailin Iratze, @ailiniratze, 22:17, """Ya me dio miedo si gana claudio ya valimos"""
Victor Vazquez, @victorvazquez, 22:56, """CLAUDIA CLAUDIA CLAUDIA CLAUDIA CLAUDIA CLAUDIA CLAUDIA CLAUDIA CLAUDIA CLAUDIA CLAUDIA CLAUDIA"""
Axel Rojas, @axelrojas, 22:49, """DAN LOS RESULTADOS EN MEDIA HORA"""
Gerardo_Mur, @gerardomur, 22:50, """gpi al pozole de lavadero 😍"""
Mafer Muval, @mafermuval, 22:42, """VAMOS CLAUDIAAAAAA"""
Yarabit Vera, @yarabitvera, 22:37, """SEAMOS SINCEROS CLAUDIA SERÁ COMO PORFIRIO DIAZ, SACARÁ A MÉXICO ADELANTE PERO NO A LOS CIUDADANOS. (Soy morenista 😭)"""
Alfonso González, @alfonsogonzalez, 22:53, """xochil"""
Mary LP, @marylp, 22:16, """CLAUDIAAA!! YA GANOO!! 🗣🗣🗣"""
Teresa Madrid, @teresamadrid, 22:34, """POZOLE DE LAVADERO LIMPIO Y SEGURO"""
Bryan Águila, @bryanaguila, 22:14, """morenaaaaa"""
Jesus Yael Chavez Olvera, @jesusyaelchavezolvera, 22:25, """YA GANO BROCO VLV 😞"""
Jess Monteros, @jessmonteros, 22:40, """HUELE A FRAUDEEEEEEEE"""
Nezzza gg, @nezzzagg, 22:44, """Ganó Peñanieto"""
Explore Canada, @explorecanada, 22:30, """❤❤❤❤❤ Eliza preciosa!! Hasta se viste como una diosa!! ❤❤❤❤❤❤"""
Angelcaido, @angelcaido, 22:21, """VENGO DEL FUTURO GANO CLAUDIA"""
Mafer Muval, @mafermuval, 22:19, """SAÚL SIGUE TRAYENDO A CAIFANES POR FAVOR 🗣♥"""
Toiycker Creeper, @toiyckercreeper, 22:46, """lloren lo que quieran Prianistas, Morena va a ganar"""
