User,arroba,hora de publicación,publicación
rené ostos 🇵🇸,@Ostoyevski,34min,"""Va por todos. #ClaudiaPresidentaDeMéxico2024"""
Alex 🇵🇸,@fabsmtz82,43min,"""#ClaudiaPresidentaDeMéxico2024"""
CHRISTINA ROSENTHAL,@CRISTINAITOR48,13h,"""Mi voto no es para ti botarga. #ClaudiaPresidentaDeMéxico2024"""
Elis 🇲🇽 PROAMLO,@ElisGaher,26feb,"""El mejor presidente de México. #ClaudiaPresidentaDeMéxico2024"""
ѕaraн нerdez,@SarahHerdez,1h,"""Ya voté. #ClaudiaPresidentaDeMéxico2024"""
Condesa Pro Vecinos,@CondesaVecinos,1h,"""Se hizo se logró. #VotoMasivo 🥰 @XochitlGalvez"""
amira Blas,@BlasZam,15min,"""En la casilla 11JDE-CDMX, en Penitenciaria, te dan boletas repetidas. OJO! #EleccionesMx2024 #XochitlVaAGanar"""
Alejandro Balbino,@AlejandroB93407,38min,"""@XochitlGalvez #EleccionesMx2024 #VotoÚtil2024"""
Olga Olvera,@olgaolvera,3h,"""Hoy es el día de acordarnos de todo en estos 6 años. #EleccionesMx2024 #Vota"""
Esmeralda 🍉,@ESMEBOMBON,44min,"""Ustedes disculpen, pero #AmorConAmorSePaga 🥰👍🗳️🫶 #EleccionesMéxico2024"""
Julio Sandoval,@soyjulio13,1h,"""Aún no abren la casilla 4448 pero ya formados. #VotaMéxico2024 #YoVotaréPorXóchitl"""
𝔸𝕝𝕖 𝕃𝕖ó𝕟 ,@Ale___Leon,56min,"""Me llena de alegría la participación en #CdVictoria. #InundemosLasUrnas"""
UNE México,@unemexico_,1h,"""En @BJAlcaldia la gente puntual a fiesta democrática. #InundemosLasUrnas"""
Mauricio Flores A,@mfloresarellano,32min,"""#InundemosLasUrnas En Telixtlahuaca, Morena controla casillas. @INEMexico"""
FERMOR,@FERMOR_23,57min,"""Si te da flojera hacer fila, imagina hacer fila todos los días. #InundemosLasUrnas"""
𝕏ßragı 🐐,@Bragi_Gunlod,2h,"""@Claudiashein no tiene corazón. #YoVotarePorXóchitl #InundemosLasUrnas"""
Luis Carpintero,@Luiscarpintero,31feb,"""Una vez más Los Simpson lo hacen. #InundemosLasUrnas"""
El Enigma,@El_Enigma,52min,"""Porque tan elegante? Hoy elegimos a #XochitlGálvezPresidente24"""
Cuco🐔Coroco,@SogneQue,28min,"""Hoy mi voto va para la transformación. #EleccionesMexico2024"""
Dieguito,@_DiegoCordova,14s,"""Desde Tabasco queremos que continúe con Claudia. #ClaudiaPresidentaDeMéxico"""
Gustavo Díaz,@Gustavo_DiazU,26s,"""Treinta metros para doblar la esquina en la fila. #ClaudiaPresidentaDeMéxico2024"""
Jose Zetina,@JoseZetina8127,1min,"""Si odias a #ClaudiaPresidentaDeMéxico2024 ponle una ❌ en la boleta."""
Sergio Alonso,@SergioAlonsoLS,1min,"""Vamos por el segundo piso. #ClaudiaPresidentaDeMéxico2024"""
GOH,@OHGama85,3min,"""#EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico"""
El Gato xXx,@El_Gato_xxx,5min,"""Ya fan de su futura presidenta. #ClaudiaPresidentaDeMéxico2024"""
DLTJ,@Mexicoinmotion,1min,"""Ya cumplí. Todo mi apoyo a @Xochitl2024 #XochitlYaGanó"""
Nani💋,@nanyy0104,2min,"""Culo el que vote por Xóchitl. #EleccionesMx2024"""
Claudia Presidenta,@ClaudiaS_24,7min,"""Nuestra próxima presidenta ya emitió su voto. #ClaudiaArrasará"""
Gabriela Wheel,@Gabbicha_rueda,27s,"""“Pal desayuno”. #InundemosLasUrnas #MiVotoEsParaXóchitl"""
Chivas0420,@Chivas0420,1min,"""#InundemosLasUrnas Votemos Plan C Todo Morena."""
JULIETA MARTÍN.,@greta1940_,4min,"""#InundemosLasUrnas #ClaudiaArrasará"""
Jerry,@jerry_silver,6min,"""Ya voté. #Inundemoslasurnas"""
Antonio Wolf Bot,@gog_antonio,6min,"""En respuesta a @arramrt Saludos amigo. #InundemosLasUrnas"""
Aliofa,@AlineOfarrill,6min,"""@ClaraBrugadaM hará historia perdiendo la CDMX. #InundemosLasUrnas"""
Emanuel Rivadeneira,@EmanuelRdeneira,8min,"""#InundemosLasUrnas Hoy es un día histórico. Claudia Presidenta 2024."""
Tabatha Cale ส็็็็็็,@Tabatha33,13min,"""3 denuncias levantadas en Cuernavaca. #InundemosLasUrnas"""
︎karlita lvs tea 🇲🇽; ❣️,@ashemilio,14min,"""Ckaudia Sheimbaum presidenta, van a ver. #InundemosLasUrnas"""
Aldo Zavala 🌍,@Aldo_Z,24min,"""Hace 6 años el miedo era Venezuela, ahora es Guerrero. #EleccionesMéxico2024"""
Carlos Andrés,@GarciaAndret,25min,"""Es el momento de actuar. #InundemosLasUrnas"""
Mariana Mar,@AnaguerraMar,25min,"""Sal a votar, ejerce tu derecho. #InundemosLasUrnas"""
CARACUS 🇲🇽,@caracusmx,26min,"""Quítate el desinterés y vota. #InundemosLasUrnas"""
Mad Marx,@MarximoExponenT,28min,"""Vamos Xóchitl. #InundemosLasUrnas"""
edgar ochoa ramirez,@edgar_8aa,45min,"""Soy Edgar. #YoVotarePorXóchitl"""
Mauricio Flores A,@mfloresarellano,45min,"""#InundemosLasUrnas Morena controla casillas."""
AleX Alcántara,@Kidkbk,48min,"""Respondiendo a @alejandroaalex. Típico post cuatroteísta. #VotaSinMiedo"""
feba É. Flowers ,@feba_eflores,49min,"""Que la unión vuelva a México. #InundemosLasUrnas"""
CHRISTINA ROSENTHAL,@CRISTINAITOR48,52min,"""#PlanC_YaEstáEnMarcha #InundemosLasUrnas"""
AleX Alcántara,@Kidkbk,55min,"""Listo @XochitlGalvez ya voté por ti. #YoVoteporXochitl"""
Teresa Ortuño Gurza,@teresaortuno,56min,"""La fila es del doble. #InundemosLasUrnas"""
Julieta Lopez,@juliemarabotto,56min,"""Mucha gente votando en Zibatá. #EleccionesMexico2024"""
Mariana Mar,@AnaguerraMar,58min,"""Hoy es el día para hacer la diferencia. #InundemosLasUrnas"""
Sergio Segura Cano,@sergio_segucano,59min,"""#InundemosLasUrnas #YoVotépprXochitl"""
Pau Pliego,@PauliPliego,59min,"""¡La fila es enorme! 🩷🇲🇽🩷. #InundemosLasUrnas"""
⚜️Kat &🐱Saga,@KatLaMaat,1h,"""Pues ya voté. #InundemosLasUrnas"""
Nacho PalafoX,@nachopalafox,1h,"""Ya voté por Xóchitl. #InundemosLasUrnas"""
Pedro Arbizu,@PedroArb,1h,"""Vota con responsabilidad. #InundemosLasUrnas"""
Carlos Andrés,@GarciaAndret,1h,"""La democracia nos necesita a todos. #InundemosLasUrnas"""
Fernando Vázquez Rig,@fvazquezrig,1h,"""Tu arma más poderosa. #InundemosLasUrnas"""
Olga Espinoza,@olgaev9,1h,"""Hemos cumplido. Viva México. #InundemosLasUrnas"""
Ángel Zasky,@AngelZasky,1h,"""Desde temprano emití mi voto. #InundemosLasUrnas"""
👊🏻🇲🇽 🇺🇦Ana Paula Duran,@anapaula_duran,1h,"""Vota sin miedo. #InundemosLasUrnas"""
