num_debate,canal,username,fecha,comentario,num_likes
1,once,diego123silvino9,07/04/2024,Xochitl diciendo que Claudia tiene falso asentó tabasqueño sabiendo que ella habla casi en fgances vegdad,405
1,once,claudiaselene8378,07/04/2024,"A Xóchitl sólo le faltó decir ""defenderé al peso como un perro"" ️",408
1,once,KevinMorales-zt7pz,07/04/2024,Claudia: vamos a mejorar la educación  Xochil: Claudia eres una corrupta  Maynes: las dos son corruptas,324
1,once,Hans-so4bv,07/04/2024,Hasta Máynez se ve mas preparado y tiene mas carisma que Xóchitl,321
1,once,atlasmaniacom1974,07/04/2024,La cochitl empieza el debate diciendo nunca e pertenecido a un partido ni lo haré,152
1,once,geraldinemontiel9316,07/04/2024,"Estaría muy padre que fueran debates de verdad y hablaran de sus propuestas y las defendieran y opinaran entre todos por qué es mejor una o la otra :c esto no es un debate, puro ataque",232
1,once,Elcharlybikes,07/04/2024,Lo único que se le entendió a la señora Xóchitl Gálvez soy humilde soy indígena Claudia es mala voten por mí,309
1,once,abigailsilvalopez396,07/04/2024,"Xóchitl se ve que no sabe de lo que habla, se le ve el miedo en la cara. Atacando no ganas un debate. No tiene conocimientos o el perfil para ser presidenta. PRIAN bye.",143
1,once,ricardogovela5239,07/04/2024,XOCHITL LA CANDIRATA DE LAS MENTIRAS,200
1,once,magiacer,07/04/2024,"Que poca….. cultura y educación tan corriente de la Señora Xóchitl, solo chisme, solo morbo, sin proyecto",190
1,once,jorgeluisdiazperex2097,07/04/2024,"XOCHIL PENSO QUE TODOS SOMOS TAN TONTOS COMO PARA CREER SUS MENTIRAS, UNA TRAS OTRA, DEVIERON POR A BEATRIZ, COMO CANDIDATA",86
1,once,ggmister637,07/04/2024,La cuchil diciendo que el mainez perteneció a los partidos rata cuando ella viene igual XD,102
1,once,amaliahidalgo533,07/04/2024,La xochil chinge y chingue con claudia   que ponga propuestas,164
1,once,alejandralau562,07/04/2024,"ya valio y todo el PRI Y PAN van a el bote, esa BOTARGA,  no supo ocultar el miedo y terror.",122
1,once,j.veronicafdez2659,07/04/2024,Xochitl en sus últimos segundos y coloca el escudo nacional de cabeza!!!! Jajajaj muy de Xochitl. Ya se esperaba algo así. Que vergüenza tenerla como presidenta,79
1,once,carmencervantes3483,07/04/2024,"Hablando Xóchitl y quitando tiempo a Claudia,@Ine se ve a quien favoreces",136
1,once,argeliaarias8195,07/04/2024,"Sra Xóchitl no propone nada, solo ataca y ataca a Dra Claudia y sus pocas propuestas ya existen en morena. También le dan mucho tiempo para sus ataques no así a los otros dos. Vamos por Claudia persona una gran representante como presidenta",93
1,once,JesusHernandez-zj3et,07/04/2024,"Xochitl robando tiempo  jajajaja esos del prian hasta el tiempo se roban , el mainez se echo un buen gallo puro reir se la paso .",71
