num_debate,canal,username,fecha,comentario,num_likes
2,nmas,davidmorales7881,28/04/2024,"Debería existir un representante del pueblo en el debate para cuestionar a los candidatos en el momento, para preguntar lo que realmente nos interesa.",429
2,nmas,Rotceh1972,28/04/2024,Atacar no es debatir!! No es un ring de boxeo. Las propuestas deben de ser congruentes e inteligentes!,434
2,nmas,salvadorespinoza8297,28/04/2024,Jajaja ese maynes queriendo sobornar a los universitarios que es eso del bono cultural para que vallan a conciertos xD,33
2,nmas,user-qg2hy1vt1m,28/04/2024,"Maynez, muy bien !!!!, mucho más fortalecido;  la Dra Sheinbaum, sin duda muy profesional, con temple y experiencia; Sra. Xochitl, ni como ayudarle, evidente desesperación, sin fundamentos, nerviosa, dudosa, falsa.",70
2,nmas,ninelmorales,28/04/2024,"Ya no van a engañar a México, ya nooooooo",313
2,nmas,michelgiles1791,28/04/2024,"Que falta de educación y profesionalismo de parte de la candidata Xóchitl, realmente no hay nada de coherencia en sus comentarios",383
2,nmas,Yazz_1,28/04/2024,"Es verdad! Xochitl se escucha muy robotizada, como si le estuvieran dictando que decir a través de un chicharo",27
2,nmas,patycruz1280,28/04/2024,Todo lo q dicen está bien pero cuando hablarán sobre el maltrato animal y tener albergues para los perritos q están en la calle y apoyar a todos los albergues y multar a todos los q maltraten a los animalitos también hablen de eso por favor,34
2,nmas,celiasandoval2323,28/04/2024,Es una berguesa  que los reporteros estén diciendo  que  gano xochil después  de tanta tontería  que  dijo   están pensando que los mexicanos  no  nos damos cuenta que tratan de bendernos a una persona ignorante  y maleducada como si fuera la mejor   persona para representar a un gran  país  como es México  todos los medios de comunicación  tv.  Siguen pensando  que somos unos tontos  son un asco de desinformación,89
2,nmas,ARMANDHARDROCKING,28/04/2024,"La botarga no sigue las reglas, y los moderadores siguen sin decirle nada a la botarga que sigue mostrando gráficas",213
