num_debate,canal,username,fecha,comentario,num_likes
2,adn40,veoalis9269,28/04/2024,Díganle a maynez que desde que ganó movimiento en el salto Jalisco no hay agua nos venden las pipas que por cierto los dueños de los pozos son los movimiento estamos artos de movimiento,64
2,adn40,ManuelCandidosolorzano,28/04/2024,debates sin sentido en vez de proponer algo más interesante para el pueblo mexicano pero nomás es un debate de dimes y diretes de Xochitl a Claudia ya pónganse chingones por nomás llegan al poder y no cumplen las cosas,21
2,adn40,carlotaaguilera3715,28/04/2024,Xóchitl como siempre en lugar de proponer es atacar y denostar!!,72
2,adn40,user-xv7sh5fw7f,28/04/2024,"Empleos dignos en jalisco, no mames manes 1800 a la semana?",21
2,adn40,carlotaaguilera3715,28/04/2024,"Me encantaron los moderadores, Xóchitl como siempre un asco!!",63
2,adn40,luzteresaconstantino1369,28/04/2024,Maynes ! Es un poeta! Que! No! Podrá gobernar!,17
2,adn40,maribelnunez5648,28/04/2024,y está loca,8
2,adn40,arnoldobarbavillavicencio2301,28/04/2024,"Y todavía quiere según él que el salario mínimo sean 10 mil pesos al mes y las rentas están entre 5 y 15 mil pesos y de que piensa que va a comer la gente, como dice m#$&@$£s",9
2,adn40,malenimay,28/04/2024,"Gente, maynez tiene muy acertadas sus respuestas, no se porquien votar si claudia o maynez, porque no sabemos si el esta metiedose al tema de nosotros los jovenes, porque estamos ncesitando lo que el dice viviendas, becas, salarios y horarios dignos, seria un sueño",10
2,adn40,rafagamx1,28/04/2024,Un tren maya que se descarriló varias veces una refinería que no genera nada un aeropuerto que lo usan poco que buenas obras hizo este sexenio.,13
2,adn40,maribelnunez5648,28/04/2024,"en Jalisco, como están matando a la juventud y todo puras mentiras que Jalisco, si yo soy Michoacán De Michoacán pegado con Jalisco, es un desmadre",21
2,adn40,rubenmorales4112,28/04/2024,esa cochi ya saquenla da verguenza,15
2,adn40,abrahamsilva7879,28/04/2024,Xóchitl trae chicharo en la oreja derecha jajajajajajaja ya ni su partido cree en lo que dice,1
2,adn40,incenciaonorioavendano6046,28/04/2024,Es señora Xochitl es muy irrespetuosa!!!! Que poca educación tiene... Porqué no la ponen en su lugar!!!,41
2,adn40,maribelnunez5648,28/04/2024,,1
2,adn40,user-lv5hx3ib1h,28/04/2024,Muy cierto candidato tengo 15= nietos y no tienen apoyo de gobierno en el sexenio pasado si tenían el apoyo de prospera  pero como son niños que no pueden votar pues no  tienen derecho  a recibir un apoyo y de hecho un nietecito falleció por falta de medicina  en el hospital regino gomes en la CD de México  con este gobierno se  la vida es muy cara  muy pesada,4
2,adn40,andresitotx,28/04/2024,Ese debate lo tenía que moderar Adela Micha!!,7
2,adn40,ElizaSantamuertenegra,28/04/2024,Emiliano Zapata Veracruz y Xalapa Veracruz no tiene agua y un empresario morenista que lo conozco les quito el agua a emiliano Zapata Veracruz.. porque el compro mucho terreno para miles de casas de su propia ganancia y dejo sin agua una parte del municipio emiliano Zapata Veracruz,4
2,adn40,amaliav5225,28/04/2024,Xochitl si tu si te das  cuenta del aumento de la toritilla  y otros  pructos basicos por que lo lees ?,5
2,adn40,hgfrttuuu48753,28/04/2024,1:36:47,0
2,adn40,rosarioguzman7968,28/04/2024,Callen a esa señora X la pobreza tiene nombre PRI PAN PRD descaro total,38
2,adn40,marwindanielfariasbenitez5876,28/04/2024,¿Alguien podría preguntarle a Xóchitl en que lugar están esos precios de la canasta básica y la tortilla? Que lo difunda para ir a comprar por toneladas por qué donde vivo están al doble,0
2,adn40,socorroaquino9139,28/04/2024,"Maynez dice ""logramos"" cuando ni siquiera su partido realizó esas propuestas",18
2,adn40,maribelnunez5648,28/04/2024,No te lo creo eso porque ellos han visto como los han apoyado este presidente este nuevo seis años el primer piso yo vivo acá en Estados Unidos o sea a mí no me benefician ni me perjudica pero no te creo que eso lo haya dicho una indígena porque acá en Estados Unidos hay mucho indígena de Oaxaca y no te creo y no te creoeso si son muy trabajadores,3
2,adn40,obduliaramirez8219,28/04/2024,No sabe otra puro atacar y si claudia se defiende de tanto ataque pues no habla de lo que va decir en el debate no se vale atacar así grosera,6
2,adn40,mago7972,28/04/2024,El metro psra cuando,3
2,adn40,marcoorihuela9672,28/04/2024,Échale al cabo es platica!,2
2,adn40,ElizaSantamuertenegra,28/04/2024,"Las personas necesitan escoger terreno y hacer sus sueños una casa grande bien hecha no de papel, jajaja esas casas de Infonavit todo se oye no es sano eso,coges y el otro escucha  YO NO TENGO CASA DE PAPEL TRABAJE Y LUCHE Y MI CASA LA MERESCO,ES GRANDE y como yo quise hacerla en mi terreno.. MEXICANOS MERECEN CASA A SU GUSTO",1
2,adn40,marthaflores1256,28/04/2024,La señora x solo se la para insultando  es un asco como los partidos que reprenta ya quisieran  tener un poquito de valores como lo es el mejor presidente  que emos tenido,22
2,adn40,user-gf1md4dh4k,28/04/2024,Cuando son campañas prometen y nunca cumplen  contal de la ambición al fin políticos todos brincan de un lado a otro,10
2,adn40,samll4892,28/04/2024,"De todo lo comentado lo unico cierto es que Chiapas esta muy mal en todos los ámbitos, educativo, seguridad, trabajo, etc. Y todo sea agudizado",6
