num_debate,canal,username,fecha,comentario,num_likes
2,once,melissaCALO,28/04/2024,"Qué actitud tan infantil y poco profesional por parte de Xochil, más allá de que se caigan bien o mal no deben de perder de vista que estan compitiendo por la presidencia. Que vergüenza una actitud tan poco ética!!",165
2,once,belldelafuente,28/04/2024,Que no mame el Maynez con que su hijo de 5 años dijo esos deseos... cuando un niño de 5 años solo quiere jugar y no piensa en nada más...,54
2,once,jorgais69,28/04/2024,"Fuera de preferencias partidarias, el único que responde las preguntas de los ciudadanos es Jorge Maynez, Claudia y Xochitl se la pasan peleando ya hasta parecen las doñas chismosas de las colonias que no se caen bien...",71
2,once,alfredoguillen9330,28/04/2024,Me encanta ver esa desesperación de Xóchitl,47
2,once,runner5575,28/04/2024,NOMBRE:  XOCHITL APELLIDOS:  SALINAS ZEDILLO FOX CALDERÓN PEÑA,99
2,once,Dan11179,28/04/2024,"La verdad ni Xóchitl ni Claudia responden lo que se les pregunta, solo se atacan entre ellas sin ideas muy preocupante el próximo sexenio",41
2,once,papa_conejo,28/04/2024,"Alguien le robo la  "" R "" a xochitl...!!",28
2,once,germanmartinezherrera4210,28/04/2024,"El tiempo que el prian fue la época en que la ciudad de México se veian muchas, muchas personas indígenas mendigando en la ciudad.",36
2,once,ELBLOGDELMARCIANO-mk2ic,28/04/2024,le exigimos al INE NO QUITAR EL CRONOMETRO EN NINGUN MOMENTO,100
2,once,floppaanonimo1596,28/04/2024,Con los tres candidatos estamos perdidos pero Claudia y Maynez están más decentes que Xochitl,52
2,once,Paco20099,28/04/2024,Xochil narco gelatina inmobiliaria,46
2,once,mexicali481,28/04/2024,Dijo AMLO que lo tendría en $10 pesos cuando estaba en $14 en aquellos años. AMLO dijo: en este momento estaría en $10 pesos y no en $14. Pero hoy está en $21 en frontera pero estaría en $32 si estaría el gobierno anterior,29
2,once,carlosvelasco6717,28/04/2024,Nada más que no se le olvide a la doctora que los que estaban con peña nieto están en el gobierno de López Obrador se volvieron morena arcos,9
2,once,JoseLuisGonzalez-yn7ei,28/04/2024,Quién vota por Maynez solo por su cancion ? Oh quien vota por Xochitl solo porque entretiene y hace reir?,5
2,once,leyvadira,28/04/2024,12:30 Calaca chida,7
2,once,rumaldojimenez2517,28/04/2024,jajajja xochilt conoce a mexico como la palma de su mano CUANDO DICE QUE ELVALLE DE GUADALUPE ESTA EN MEXICALI JAJJAJJA SABE QUE MANO CONOCE,6
2,once,alfredoarroyo7576,28/04/2024,Coacalco es ciudad?,1
2,once,landasdream,28/04/2024,Ya nos cargo el payaso con cualquiera de estos flamantes candidatos...,19
2,once,gaudicoordinacionc1912,28/04/2024,Xóchitl te falta un par de grados académicos para debatir con la Dra. Sheimbaum,13
