"num_debate","canal","username","fecha","comentario","num_likes","comentario_editado"
"3.0","unotv","marialuisamorenoosuna5554","19/05/2024","Puro MORENA,  viva Claudia. Que aprenda a hablar la empresaria de la gelatinas","16.0","puro morena,viva claudia.que aprenda a hablar la empresaria de la gelatinas"
"3.0","unotv","alanmartinez8582","19/05/2024","Ningun partido político y ningun gobierno ha logrado que se les devuelva al pueblo todo lo que nos quitan de impuestos, siempre tenemos qie defender al pueblo mexicano y por ende tenemos que elegir al candidato que trabaje para nosotros y que nos de resultado","5.0","ningun partido político y ningun gobierno ha logrado que se les devuelva al pueblo todo lo que nos quitan de impuestos,siempre tenemos qie defender al pueblo mexicano y por ende tenemos que elegir al candidato que trabaje para nosotros y que nos de resultado"
"3.0","unotv","luzbibiano2662","19/05/2024","Maynes d donde salio ?    Sorry x la ignorancia","0.0","maynez d donde salio?sorry x la ignorancia"
"3.0","unotv","miriamlopez4476","19/05/2024","Aci maines","3.0","así Maynez"
"3.0","unotv","JeremyAntonioCabreraTecuapetla","19/05/2024","xochilt viendo que gano un debate pero el debate era por quien no botarias jajajajajj","13.0","xochitl viendo que gano un debate pero el debate era por quien no botarias jajajajajj"
"3.0","unotv","calebgonzalez8094","19/05/2024","La propuesta de maynez de revolucionar el sistema educativo fue lo que mas me gustó, ya que los chamacos parecen borregos y no aprenden a pensar, por otra parte se chochil galves se dedica a atacar que a decir algo muy concreto..  claudia shinbaun parece que vive en el mudno de caramelo.. ya ni en el walmart me hablan tan bonito como ella.","8.0","la propuesta de maynez de revolucionar el sistema educativo fue lo que más me gustó,ya que los chamacos parecen borregos y no aprenden a pensar,por otra parte se xochitl galvez se dedica a atacar que a decir algo muy concreto..claudia shinbaun parece que vive en el mudno de caramelo..ya ni en el walmart me hablan tan bonito como ella."
"3.0","unotv","sandragonzalezlegorreta3093","19/05/2024","EN QUE PAIS VIVE CLAUDIA ....ESTA PERDIDA EN EL UNIVERSO","7.0","en que pais vive claudia....esta perdida en el universo"
"3.0","unotv","dianagonzalez7940","19/05/2024","Definitivamente en qué mundo vive la señora Sheimbaum ¿Disneylandia?","11.0","definitivamente en qué mundo vive la señora sheinbaum¿disneylandia?"
"3.0","unotv","bambamofduty","19/05/2024","1:45:42","3.0","1:45:42"
"3.0","unotv","samuelojeda3942","19/05/2024","Por qué no ablan del negocio de las casetas de cobro??","6.0","por qué no hablan del negocio de las casetas de cobro??"
"3.0","unotv","samuelojeda3942","19/05/2024","No ay muchas opciones pero morena hizo puro bla blabla  la gasolina esta alticima y la corrupcion ps nomas no. Se empeñó a ablar de los otros q estaban en el poder y eso fue su escusa. No por q Le dé migajas ala gente el país está bien . Nada dejo completo el presidente y pone trabas para q se le investigue. Si los de antes eran ratas por q ahora estamos peor? Ahora ya la gente vota con miedo esta amafiado todo","6.0","no ay muchas opciones pero morena hizo puro bla blabla la gasolina esta alticima y la corrupcion pues nomas no.se empeñó a habla de los otros que estaban en el poder y eso fue su escusa.no por que le de migajas a la gente el país está bien.nada dejo completo el presidente y pone trabas para que se le investigue.si los de antes eran ratas por que ahora estamos peor?ahora ya la gente vota con miedo esta amafiado todo"
"3.0","unotv","salvadorflores3646","19/05/2024","No insisto. Estamos bien con visiones que han dado resltados","4.0","no insisto.estamos bien con visiones que han dado resltados"
"3.0","unotv","j.jesusfelix6728","19/05/2024","Según Claudia la inseguridad ha bajado, el crimen controla todo lo que se mueve. Para acabar con eso es encarcelar a los criminales y quitarles los privilegios que les dan en la cárcel. Y atacar a todos los carteles por igual, no darles más poder, aunque para mi lo mejor es eliminarlos porque ellos no tienen piedad con los que asesinan, por que uno si la tendría. Abrazos no balazos es una burla para el pueblo y los militares qué dan su vida a cambio de nada. De ganar Claudia las cosas se pondrán aún peor, pero pues entonces no quedará otra más defendernos cada uno como pueda, porque en ese tema ha dejado mucho que desear","0.0","según claudia la inseguridad ha bajado,el crimen controla todo lo que se mueve.para acabar con eso es encarcelar a los criminales y quitarles los privilegios que les dan en la cárcel.y atacar a todos los carteles por igual,no darles más poder,aunque para mi lo mejor es eliminarlos porque ellos no tienen piedad con los que asesinan,por que uno si la tendría.abrazos no balazos es una burla para el pueblo y los militares qué dan su vida a cambio de nada.de ganar claudia las cosas se pondrán aún peor,pero pues entonces no quedará otra más defendernos cada uno como pueda,porque en ese tema ha dejado mucho que desear"
"3.0","unotv","familiasantillangonzalez2893","19/05/2024","Denuncie un acto de corrupción en la secretaría de marina armada de mexico, ante la presidencia de la República con pruebas  documentales y no paso nada....  Esto del debate es puro teatro","3.0","denuncie un acto de corrupción en la secretaría de marina armada de mexico,ante la presidencia de la república con pruebas documentales y no paso nada....esto del debate es puro teatro"
"3.0","unotv","familiasantillangonzalez2893","19/05/2024","Puro bla bla bla bla, seis años más y vamos a estar en las mismas yo por eso no voy a perder mi tiempo en ir a votar, hay que gane quien sea esto no va a cambiar primero debemos cambiar nosotros en nuestra forma de pensar.... Ningún personaje de estos personajes ni no los que vendrán cambiarán la situación....","9.0","puro bla bla bla bla,seis años más y vamos a estar en las mismas yo por eso no oye a perder mi tiempo en ir a votar,hay que gane quien sea esto no va a cambiar primero debemos cambiar nosotros en nuestra forma de pensar....ningún personaje de estos personajes ni no los que vendrán cambiarán la situación...."
"3.0","unotv","aldahirvazquez2438","19/05/2024","Maynez  aquí esta mi voto, ganes o pierdas tu concentraste en hablar y no atacar","9.0","maynez aquí esta mi voto,ganes o pierdas tu concentraste en hablar y no atacar"
"3.0","unotv","jorgeesquivel6474","19/05/2024","Arriba Claudia sheimbaum","3.0","arriba claudia sheinbaum"
"3.0","unotv","politica9956","19/05/2024","MI PADRE ES PRIIISTA Y ESTABA CONVOCANDO GENTE PARA IR ALA MARCHA, PAGABAN 200 PESOS POR CABEZA, YO CHOCO MUCHO CON EL PORQUE SOY DE TENDENCIA IZQUIERDISTA Y SOY TESTIGO QUE  ESA MARCHA FUE DE ACARREADOS Y DE FIFIS.","7.0","mi padre es priiista y estaba convocando gente para ir a la marcha,pagaban 200 pesos por cabeza,yo choco mucho con el porque soy de tendencia izquierdista y soy testigo que esa marcha fue de acarreados y de fifi."
"3.0","unotv","markb.p2758","19/05/2024","Xochil se preocupa por Claudia  mientras q Mainez se  la acavo a Xochil","11.0","xochitl se preocupa por claudia mientras que maynez se la acavo a xochitl"
"3.0","unotv","javiernoguez5519","19/05/2024","La neta da mucha guisa (risa) su ege jajaja, ya mejor que no hable que me voy a desvivir de guisa a como habla","3.0","la neta da mucha guisa(risa)su ege jajaja,ya mejor que no hable que me oye a desvivir de guisa a como habla"
"3.0","unotv","rocketgalactic","19/05/2024","La claudia se ve falsa, no responde a nada, no dice nada, tapa todo lo malo.","11.0","la claudia se ve falsa,no responde a nada,no dice nada,tapa todo lo malo."
"3.0","unotv","javiernoguez5519","19/05/2024","Gio no quiego una pgesidenta qué hable así,","6.0","gio no quiego una pgesidenta qué hable así,"
"3.0","unotv","jessyangeles6783","19/05/2024","Claudia x 100000000","5.0","claudia x 100000000"
"3.0","unotv","marianamarr7780","19/05/2024","Lo siento por los mexicanos pero van a seguir otra temporada en un pais inseguro , ese asunto no parese interesarle a nadie","8.0","lo siento por los mexicanos pero van a seguir otra temporada en un pais inseguro,ese asunto no parese interesarle a nadie"
"3.0","unotv","krystaltorres1656","19/05/2024","Ay Xochitl... 🫠🫠🫠 Hasta me haces reír 🫠","1.0","ay xochitl...🫠🫠🫠hasta me haces reír🫠"
"3.0","unotv","kirasaiyayin","19/05/2024","​@mayamendoza352 Te calo verdad pendeja y escribe bien que no entendí ni madres de asadr o no se... Yo por lo menos le pongo un guion a las groserías para que publique mi comentario pero si se lo quitas ya sabes que va para ti ja","1.0","​@mayamendoza352 te calo verdad pendejo y escribe bien que no entendí ni madres de asadr o no se...yo por lo menos le pongo un guion a las groserías para que publique mi comentario pero si se lo quitas ya sabes que va para ti ja"
"3.0","unotv","maresv","19/05/2024","Hay corrupción el las ayudas.  Hay abuso de gente que no necesita las ayudas y se aprovecha de ellas.  En México siguen muyy verdes con la gestión de datos en todos los sectores.","3.0","hay corrupción el las ayudas.hay abuso de gente que no necesita las ayudas y se aprovecha de ellas.en méxico siguen muyy verdes con la gestión de datos en todos los sectores."
"3.0","unotv","leatherface0770","19/05/2024","Fuera el PRIAND","4.0","fuera el PRIAN"
"3.0","unotv","BrunoRodriguez-bd6df","19/05/2024","Con esto sigue siendo claro que Jorge Máynez es la mejor opción","5.0","con esto sigue siendo claro que jorge maynez es la mejor opción"
"3.0","unotv","dulcealba13","19/05/2024","Maynez la rompió ️️","11.0","maynez la rompió️️"
"3.0","unotv","lorelymarquez786","19/05/2024","Con todo respeto Pobre Xochitl no propone........ puras habladas. Es soñadora  En si que propuso?","5.0","con todo respeto pobre xochitl no propone........puras habladas.es soñadora en si que propuso?"
"3.0","unotv","lorelymarquez786","19/05/2024","Que tristesa ver que Xochitl no propone  Es puro bla bla hablando y hablando habladas y habladas","8.0","que tristesa ver que xochitl no propone es puro bla bla hablando y hablando habladas y habladas"
"3.0","unotv","lizandroavila6306","19/05/2024","Ni Sele entiende a esa señora","1.0","ni sele entiende a esa señora"
"3.0","unotv","rosaurapuente6092","19/05/2024","FUERA LOS MORENA..RCOS","6.0","fuera los morena..rcos"
"3.0","unotv","evelynronmarin5204","19/05/2024","Este 2 de junio va a ser historia en México en tener a la primera mujer presente, felicitaciones adelantadas, Dra. Claudia, es usted quien va a ganar.","8.0","este 2 de junio va a hacer historia en méxico en tener a la primera mujer presente,felicitaciones adelantadas,doctora.claudia,es usted quien va a ganar."
"3.0","unotv","LucasReyes-er3pz","19/05/2024","Mis respetos  para claudia  porque va dar casas para los mas necesitados  y tiene  mi voto","6.0","mms respetos para claudia porque va dar casas para los más necesitados y tiene mi voto"
"3.0","unotv","franciscadiazrodriguez3541","19/05/2024","Jajaja Claudia ni te pela Xochilt y tu ya no sabes cómo mostrar tu ardor pobre se vale soñar","5.0","jajaja claudia ni te pela xochitl y tu ya no sabes cómo mostrar tu ardor pobre se vale soñar"
"3.0","unotv","LucasReyes-er3pz","19/05/2024","El señor jorge megusta lo que dijo lo de las casas para los que  no tenemos casa","3.0","el señor jorge megusta lo que dijo lo de las casas para los que no tenemos casa"
"3.0","unotv","seli894","19/05/2024","Quien no quiere ganar 10,000 al mes y trabajar menos, estaria superrr, pero la verdad es que siento deberían de poner u observar mejor a las empresas que hay en el pais, porque no respetan muchas veces esos salarios, ni las leyes del trabajo, te dan contrato pero no seguro social, condicionan lo poco extra que te pueden dar, dejan mucho que desear, las personas por necesidad siguen trabajando pero es una falta de respeto, a nuestro tiempo, nuestro esfuerzo, solo las empresas con más renombre un ejemplo las de fast food son las que si o si respetan ese salario pero solo ofrecen eso, y otras que esperan que trabajes mas, ganes lo mismo o menos y es una sobrecarga de trabajo, creo que ahí radica el problema, muchas veces pasar por encima de las leyes que existen","2.0","quien no quiere ganar 10,000 al mes y trabajar menos,estaria superrr,pero la verdad es que siento deberían de poner u observar mejor a las empresas que hay en el pais,porque no respetan muchas veces esos salarios,ni las leyes del trabajo,te dan contrato pero no seguro social,condicionan lo poco extra que te pueden dar,dejan mucho que desear,las personas por necesidad siguen trabajando pero es una falta de respeto,a nuestro tiempo,nuestro esfuerzo,solo las empresas con más renombre un ejemplo las de fast food son las que si o si respetan ese salario pero solo ofrecen eso,y otras que esperan que trabajes más,ganes lo mismo o menos y es una sobrecarga de trabajo,creo que ahí radica el problema,muchas veces pasar por encima de las leyes que existen"
"3.0","unotv","franciscadiazrodriguez3541","19/05/2024","Menos serás precidenta Xochilt por sólo estarás ocupada denunciando gente en ves de ocuparte del pueblo.Muy mala está señora si tanto le preocupa el pueblo mexicano ubiera demandado muchos años atrás tantos gentes corruptas. Mejor vallase aser gelatinas","1.0","menos serás precidenta xochitl por sólo estarás ocupada denunciando gente en ves de ocuparte del pueblo.muy mala está señora si tanto le preocupa el pueblo mexicano ubiera demandado muchos años atrás tantos gentes corruptas.mejor vallase hacer gelatinas"
"3.0","unotv","marycanales1735","19/05/2024","Maynez te invito un blunt ️ Y asi te relajas mi presidente risueño; de todo lo q te estresan ese par. 🫶️🫶","5.0","maynez te invito un blunt️y así te relajas mi presidente risueño;de todo lo que te estresan ese par.🫶️🫶"
"3.0","unotv","marycanales1735","19/05/2024","No han venido a darme mi canasta de despensa  o mis $3000. Mi credencial ahi ta 🫶🫶🫶️🫶🫶🫶","2.0","no han venido a darme mi canasta de despensa o mms$3000.mi credencial ahí ta🫶🫶🫶️🫶🫶🫶"
"3.0","unotv","sergiomeza","19/05/2024","En la politica todos mienten , con echos pero mienten jajaja porquien votar esa es la pregunta hahaha","3.0","en la politica todos mienten,con echos pero mienten jajaja porquien votar esa es la pregunta hahaha"
"3.0","unotv","MrIssues1","19/05/2024","yo quería a Ebrard pero maynes esta bien","3.0","yo quería a ebrard pero maynez esta bien"
"3.0","unotv","NxacmjJXVsjisf","19/05/2024","Xpla shushil quiere dejar en quiebra a México, aparte parece como si nos quisiera comprar con sus ""apoyos"" que ni si quiera dará por burra y mentirosa y porque jamás llegará a la presidencia","2.0","xpla shushil quiere dejar en quiebra a méxico,aparte parece como si nos quisiera comprar con sus""apoyos""que ni si quiera dará por burra y mentirosa y porque jamás llegará a la presidencia"
"3.0","unotv","alejandralopez7784","19/05/2024","Los apoyos sociales son esenciales. Pero, las claves a mejorar son la educación y la mejora de empleos.  Siempre quieren erradicar la pobreza extrema, pero, no solamente es dar despensas o cobijas. El tema es más profundo, es darle la oportunidad de que reciban una mejor educación y asi puedan trabajar.  Sí a una persona le enseñas a pescar y a trabajar, jamás sufrirá de hambre como tal. Hay que enseñar a aprender, no dar todo regalado.  No solamente se deben usar los impuestos de nosotros los trabajadores, sino también de los empresarios y gobernantes, para asi promover programas de mejora a las ciudades. En fin, es un tema sin fin.","2.0","los apoyos sociales son esenciales.pero,las claves a mejorar son la educación y la mejora de empleos.siempre quieren erradicar la pobreza extrema,pero,no solamente es dar despensas o cobijas.el tema es más profundo,es darle la oportunidad de que reciban una mejor educación y así puedan trabajar.sí a una persona le enseñas a pescar y a trabajar,jamás sufrirá de hambre como tal.hay que enseñar a aprender,no dar todo regalado.no solamente se deben usar los impuestos de nosotros los trabajadores,sino también de los empresarios y gobernantes,para así promover programas de mejora a las ciudades.en fin,es un tema sin fin."
"3.0","unotv","lilianapalafox4792","19/05/2024","Ya fuera el pan ojala Guanajuato tenga paz y se vaya el pan","0.0","ya fuera el PAN ojala guanajuato tenga paz y se vaya el PAN"
"3.0","unotv","lilianapalafox4792","19/05/2024","Me cayo mal que en el debate la Xóchitl hizo y deshizo","0.0","me cayo mal que en el debate la xochitl hizo y deshizo"
"3.0","unotv","lilianapalafox4792","19/05/2024","Deberian de multar a Xóchitl y a los encargados del debate  por permitir que saque sus carteles eso es falta de respeto sabemos que ganara Claudia","5.0","deberian de multar a xochitl y a los encargados del debate por permitir que saque sus carteles eso es falta de respeto sabemos que ganara claudia"
"3.0","unotv","JorgeGonzalez-le8gj","19/05/2024","El del salario de 10 mil pesos al mes","2.0","el del salario de 10 mil pesos al mes"
"3.0","unotv","jazminy6769","19/05/2024","Claudia es un orgullo!","5.0","claudia es un orgullo!"
"3.0","unotv","elgallito1100","19/05/2024","Y aquí luego luego se ve que los chayoteros apoyan al prian","2.0","y aquí luego luego se ve que los chayoteros apoyan al prian rpresentado por xochitl"
"3.0","unotv","azuluribe3729","19/05/2024","Mi pregunta es si la gelatinera tiene miles de años en un poder porque hasta hoy dice que va por que mexico sea mejor pues no le creo","0.0","mi pregunta es si la gelatinera tiene miles de años en un poder porque hasta hoy dice que va por que mexico sea mejor pues no le creo"
"3.0","unotv","isabellopez7306","19/05/2024","Morena miente!!!","4.0","morena miente!!!"
"3.0","unotv","elgallito1100","19/05/2024","Porq yo se que hay dirigentes q obligan ala gente votar por la persona que ellos quieren, pero por favor les pido que no se dejen manipular y piensen lo mejor para los jóvenes del futuro","0.0","porq yo se que hay dirigentes que obligan a la gente votar por la persona que ellos quieren,pero por favor les pido que no se dejen manipular y piensen lo mejor para los jóvenes del futuro"
"3.0","unotv","elgallito1100","19/05/2024","Yo nada más les recuerdo a todos los mexicanos trabajadores y ambulantes de la Ciudad de México y del todo país que no se dejen manipular por sus diregentes, quiero q sepan que no piensen en ustedes piensen en sus hijos sus nietos que vienen en el futuro , creo que nosotros ya hemos pasado y vivido la corrupcion ,ahora es tiempo de pensar el futuro , ya no se dejen comprar por migajas que dan los ricos con tal de tener el poder de hacer y deshacer . Porfavor quiero que lean la historia de Emiliano zapata el porq empezó la revolución mexicana","3.0","yo nada más les recuerdo a todos los mexicanos trabajadores y ambulantes de la ciudad de méxico y del todo país que no se dejen manipular por sus diregentes,quiero que sepan que no piensen en ustedes piensen en sus hijos sus nietos que vienen en el futuro,creo que nosotros ya hemos pasado y vivido la corrupcion,ahora es tiempo de pensar el futuro,ya no se dejen comprar por migajas que dan los ricos con tal de tener el poder de hacer y deshacer.porfavor quiero que lean la historia de emiliano zapata el porq empezó la revolución mexicana"
"3.0","unotv","jimenatrinidad8185","19/05/2024","Qui nadie me niega  1.claudia 2.maynez 3y más abajo Xóchitl NADIE ME LO NIEGA","7.0","que nadie me niega 1.claudia 2.maynez 3y más abajo xochitl nadie me lo niega"
"3.0","unotv","carengarciarojas5875","19/05/2024","Claudia","0.0","claudia"
"3.0","unotv","elgallito1100","19/05/2024","Morena mete a una mujer para presidenta y los del prian hacen lo mismo ,!! Ahí se ve que los del prian están desesperados por seguir robando jajaja","3.0","morena mete a una mujer para presidenta y los del prian rpresentado por xochitl hacen lo mismo,!!ahí se ve que los del prian rpresentado por xochitl están desesperados por seguir robando jajaja"
"3.0","unotv","TeresaValadez-xj1xd","19/05/2024","A quien votan?","0.0","a quien votan?"
"3.0","unotv","lloryllori6680","19/05/2024","sinceramente Jorge me ha convencido más que Claudia, a Claudia le he dado el veneficio de la duda pero aun no me convence. Jorge tienes mi voto.","9.0","sinceramente jorge me ha convencido más que claudia,a claudia le he dado el veneficio de la duda pero aún no me convence.jorge tienes mi voto."
"3.0","unotv","user-zz9xg6vs1z","19/05/2024","Quien en su sano juicio piensa que Xochitl es alguien para gobernarestá bien matada la señora","6.0","quien en su sano juicio piensa que xochitl es alguien para gobernarestá bien matada la señora"
"3.0","unotv","user-ug7sz6eq7b","19/05/2024","Bienvenida nuestra precidenta  claudia  claramente sea nuestra precidenta","2.0","bienvenida nuestra precidenta claudia claramente sea nuestra precidenta"
"3.0","unotv","user-ug7sz6eq7b","19/05/2024","El prian dejo el gobierno todo dañado y acabado y corrupto quiern que en 6 años se corija todo el cochinero que dejo el prian","6.0","el prian rpresentado por xochitl dejo el gobierno todo dañado y acabado y corrupto quiern que en 6 años se corija todo el cochinero que dejo el prian rpresentado por xochitl"
"3.0","unotv","minuethpavon2222","19/05/2024","El construir más viviendas menos árboles, menos vegetación y más animales sin hogar, porque ese afán de construir y contruir","5.0","el construir más viviendas menos árboles,menos vegetación y más animales sin hogar,porque ese afán de construir y contruir"
"3.0","unotv","elgallito1100","19/05/2024","Aquí lo único que vi en todo momento es que Xóchitl atacaba a claudia y no propuso nada","13.0","aquí lo único que vi en todo momento es que xochitl atacaba a claudia y no propuso nada"
"3.0","unotv","humbertosolis4990","19/05/2024","Nunca había estado tan ansioso cómo hasta ahora en ir a depositar mi voto y ver nuevamente derrotado al PRIAN viva la 4T.","6.0","nunca había estado tan ansioso cómo hasta ahora en ir a depositar mi voto y ver nuevamente derrotado al prian rpresentado por xochitl viva la 4ta transformación."
"3.0","unotv","humbertosolis4990","19/05/2024","Es","0.0","es"
"3.0","unotv","user-rq6ew8uy3i","19/05/2024","Hasta parece... Pero no parece casi lo confirmó llevan ya un diálogo y preparados con sus imágenes las candidatas no tienen diálogo ni propuestas propias escrito todo cualquiera se para enfrente a dar falsas promesas","3.0","hasta parece...pero no parece casi lo confirmó llevan ya un diálogo y preparados con sus imágenes las candidatas no tienen diálogo ni propuestas propias escrito todo cualquiera se para enfrente a dar falsas promesas"
"3.0","unotv","johannaitzelgarciagutierrez","19/05/2024","Que feo yo soy mujer, pero, no estoy de acuerdo para nada que estas mujeres tan inestables emocionalmente estén en dicho puesto. Y el otro con sonrisa falsa.","10.0","que feo yo soy mujer,pero,no estoy de acuerdo para nada que estas mujeres tan inestables emocionalmente estén en dicho puesto.y el otro con sonrisa falsa."
"3.0","unotv","nayelipaulino5324","19/05/2024","Claro que Chochitl va a acabar con los pobres, exterminio total","3.0","claro que xochitl va a acabar con los pobres,exterminio total"
"3.0","unotv","glafypadilla8171","19/05/2024","Yo ni católica soy, Xochilt! Queremos propuestas!","5.0","yo ni católica soy,xochitl!queremos propuestas!"
"3.0","unotv","robertoescuen981","19/05/2024","No le agas caso ala vieja fransesa los que se vienen son los que tiene dinero pero como ya no les dan y les dan alos pobre ya no les llegan moches esa es la verdad","3.0","no le haga caso a la vieja fransesa los que se vienen son los que tiene dinero pero como ya no les dan y les dan a lo pobre ya no les llegan moches esa es la verdad"
"3.0","unotv","robertoescuen981","19/05/2024","Ustedes porque permiten que xochil que ella lleve cosas así debe de ser más profesional y ustedes también creen que nosotros queremos chistes","2.0","ustedes porque permiten que xochitl que ella lleve cosas así debe de hacer más profesional y ustedes también creen que nosotros queremos chistes"
"3.0","unotv","lorensgoodday2029","19/05/2024","Me da ansiedad su “egre” de Xóchitl","5.0","me da ansiedad su“egre”de xochitl"
"3.0","unotv","GabyMartinez-ww1nx","19/05/2024","Ay xochitl!","1.0","ay xochitl!"
"3.0","unotv","bet1644","19/05/2024","2:23:27 no que a Xóchitl ningún hombre le da órdenes?","5.0","2:23:27 no que a xochitl ningún hombre le da órdenes?"
"3.0","unotv","nayelipaulino5324","19/05/2024","Casi no se les ve lo vendidos","4.0","casi no se les ve lo vendidos"
"3.0","unotv","CamayaPainters","19/05/2024","Xochitl iba tomada??","5.0","xochitl iba tomada??"
"3.0","unotv","ManuelMartinez-qg5gr","19/05/2024","38:21 inicia el debate","12.0","38:21 inicia el debate"
"3.0","unotv","christianjesus6311","19/05/2024","Cagamos","7.0","cagamos"
"3.0","unotv","leonelflores1831","19/05/2024","Yo gano 13794 al mes o me alcanza","1.0","yo gano 13794 al mes o me alcanza"
"3.0","unotv","paulinapartida2577","19/05/2024","Ósea Xóchitl no tiene propuestas, tiene ataques en contra de Claudia.","13.0","ósea xochitl no tiene propuestas,tiene ataques en contra de claudia."
"3.0","unotv","emilioalejandro1601","19/05/2024","Como van a realizar su propuesta ?   Xóchitl: Claudia miente","15.0","como van a realizar su propuesta?xochitl:claudia miente"
"3.0","unotv","Duke75666musica","19/05/2024","56:27 Adouken","2.0","56:27 adouken"
"3.0","unotv","erickaquino8576","19/05/2024","Que antipática esta xochitl que solo se dedicó a culpar de todo a morena en ves de contestar las preguntas","20.0","que antipática esta xochitl que solo se dedicó a culpar de todo a morena en ves de contestar las preguntas"
"3.0","unotv","erickaquino8576","19/05/2024","Esque cada que escucho a xochitl proponer algo me retuerce que no dice como nadamas dice vamos a hacer esto","11.0","esque cada que escucho a xochitl proponer algo me retuerce que no dice como nadamas dice vamos a hacer esto"
"3.0","unotv","seaf96","19/05/2024","Esta señora Claudia de donde saca que los mexicanos nos sentimos menos inseguros en este sexenio?  Ah claro ellos tienen otros datos","29.0","esta señora claudia de donde saca que los mexicanos nos sentimos menos inseguros en este sexenio?ah claro ellos tienen otros datos"
"3.0","unotv","lissethramirez3017","19/05/2024","Hablan de una mejor educación y ganan mucho mejor los mentados tiktokers","5.0","hablan de una mejor educación y ganan mucho mejor los mentados tiktokers"
"3.0","unotv","monhycoco","19/05/2024","Mainez me gustaría para presidente","23.0","maynez me gustaría para presidente"
"3.0","unotv","marianitaloja8919","19/05/2024","CARTONERA LA GALVES","3.0","cartonera la galvez"
"3.0","unotv","marianitaloja8919","19/05/2024","COJJJJJJJJUPCION","8.0","cojjjjjjjjupcion"
"3.0","unotv","marianitaloja8919","19/05/2024","PARECE BORICUA DICE ...AJJJJJOROS","2.0","parece boricua dice...ajjjjjoros"
"3.0","unotv","marianitaloja8919","19/05/2024","Extojjjjjjcionar pajjjjjjtido acuejjjjjjdo sejjjjjjvidores","5.0","extojjjjjjcionar pajjjjjjtido acuejjjjjjdo sejjjjjjvidores"
"3.0","unotv","marianitaloja8919","19/05/2024","Suelta la papa xochitl","3.0","suelta la papa xochitl"
"3.0","unotv","marianitaloja8919","19/05/2024","NO HAY DIA QUE NO LE CAIGA ALGO A LA OXIL  SE LE CAYO EL PAPEL RISA DEL LIBRJJJJJO","5.0","no hay día que no le caiga algo a la oxil se le cayo el papel risa del librjjjjjo"
"3.0","unotv","anaelizabeth.2495","19/05/2024","No le creo a ninguno.","9.0","no le creo a ninguno."
"3.0","unotv","50epilef","19/05/2024","Dra Claudia Sheinbaum aplanadora pesan sus palabras , Vencedora de este Debate, Xochilt Galvez hueca y sin peso su palabreria por la corrupcion que representa","10.0","doctora claudia sheinbaum aplanadora pesan sus palabras,vencedora de este debate,xochitl galvez hueca y sin peso su palabreria por la corrupcion que representa"
"3.0","unotv","CarmenLopez-23","19/05/2024","A xochitl siempre la apoyaron en los tres debates porque son del prian, la dejaron todo el tiempo que se portara tan bajo como ellos se portan, igual que los conductores que apoyan a xochitl, los programuchos baratos y bajos igual que ella, aferrados a sus mentiras en toda potencia","4.0","a xochitl siempre la apoyaron en los tres debates porque son del prian rpresentado por xochitl,la dejaron todo el tiempo que se portara tan bajo como ellos se portan,igual que los conductores que apoyan a xochitl,los programuchos baratos y bajos igual que ella,aferrados a sus mentiras en toda potencia"
"3.0","unotv","gabinocordobajuarez-ht4vo","19/05/2024","Todos kieren el hueso pero nadie dice ke baje la gasolina","5.0","todos kieren el hueso pero nadie dice que baje la gasolina"
"3.0","unotv","valemadres302","19/05/2024","Primera vez que Máynez sonríe de vdd en todo el debate 1:37:02 jajajajajaja","5.0","primera vez que maynez sonríe de vdd en todo el debate 1:37:02 jajajajajaja"
"3.0","unotv","giselavillalobos1038","19/05/2024","Ayuda para Guanajuato por favor.","6.0","ayuda para guanajuato por favor."
"3.0","unotv","GabyRomasteriSanz","19/05/2024","Xochitl en lugar de decir las propuestas le tira a Claudia, ya que madure la sra.","17.0","xochitl en lugar de decir las propuestas le tira a claudia,ya que madure la señora."
"3.0","unotv","melanypulidobojorquez8259","19/05/2024","El debate comienza en el minuto 38","14.0","el debate comienza en el minuto 38"
"3.0","unotv","emanueloaxacaalejandro7562","19/05/2024","Chale ya se ve amlove","2.0","chale ya se ve amlove"
"3.0","unotv","Rowd-sy3kv","19/05/2024","El debate inicia en el minuto 33:00","3.0","el debate inicia en el minuto 33:00"
"3.0","unotv","Faus_Zurfes","19/05/2024","Xóchitl le tira demasiado a clauida xd","12.0","xochitl le tira demasiado a clauida xd"
"3.0","unotv","user-uv3ui2lk4f","19/05/2024","Pierde prian","8.0","pierde prian rpresentado por xochitl"
"3.0","unotv","user-uv3ui2lk4f","19/05/2024","Bsmps. S gsnar. Claudia","2.0","bsmps.s gsnar.claudia"
"3.0","unotv","renegonzalez2978","19/05/2024","Xochitl es una señora muy infantil con sus letreritos","19.0","xochitl es una señora muy infantil con sus letreritos"
"3.0","unotv","alejandrolozano9272","19/05/2024","Que bueno es Sebastian Ramirez en las mesas, no lo habia escuchado, se cotorreó toda la noche al representante del PRIAN","3.0","que bueno es sebastian ramirez en las mesas,no lo habia escuchado,se cotorreó toda la noche al representante del prian rpresentado por xochitl"
"3.0","unotv","Chemstaktico","19/05/2024","Solo saben leer","4.0","solo saben leer"
"3.0","unotv","emiliacorrales7216","19/05/2024","pero a mí jamás me ha llegado una encuesta telefónica jajajajajajja","6.0","pero a mí jamás me ha llegado una encuesta telefónica jajajajajajja"
