User,arroba,hora de publicación,publicación
Fachito,@der_yveltal,46m,"Ya cumplí con mis obligaciones de joto panista. Votar al PAN tiene doble efecto: Mandar al carajo a MORENA y hacer berrear a los maricones. #EleccionesMéxico2024"
Cams,@cams_87,47m,"Hoy digo con todo orgullo, vote por Morena. En 2018 voté con incertidumbre, hoy con toda la confianza, gracias Presidente @lopezobrador_ Carro completo para Morena, se necesitan las reformas a la SCJN, quitar los plurinominales y dinero a los partidos."
cristianarciniega,@xtianarciniega,48m,"VOTE POR LA VIDA, LA LIBERTAD Y LA VERDAD. ¡QUE MUERA EL MAL GOBIERNO! ¡VIVA MÉXICO Y VIVA LA DEMOCRACIA! #EleccionesMéxico2024 #XóchitlGálvezPresidenta"
ÅTR 👁️,@atrosiles,48m,"Listo. Qué continúe la 'dictadura', que nuestro país sea #CubazuelaDelNorte #MéxicoreazuelaDelNorte 🙃🙃🙃🙃🙃🙃🙃🙃🙃 #ClaudiaSheinbaumPresidenta #EleccionesMéxico2024"
Didier,@cinenproceso,50m,"Ya se votó, ojalá pierda Claudia, ojalá pierda Xochitl, ojalá nunca hubiera existo la opción de Máynez. Más que nunca, unas elecciones donde se siente que el único que pierde es México, somos nosotros. #EleccionesMéxico2024"
Ecoco,@e_co_c,50m,"#XóchitlGálvezPresidenta #EleccionesMéxico2024 #YoVotéPorXóchitl @XochitlGalvez 🇲🇽💓🗳️"
GOZ -X,@org_goz,51m,"#yovotoporxochitl #XóchitlGálvezPresidenta #EleccionesMéxico2024 #YaVoté #XóchitlGálvezPresidenta"
ImurisN💜💚,@ImurisN,51m,"El logotipo de @PartidoMorenaMx es demasiado pequeño. Se pierde. Además, a eso se suma que está hasta abajo. Ya sé de dos adultos mayores que no lo hallaban. Es importante corregir. #EleccionesMéxico2024 #MorenaVa"
CiudadanoMX_🇲🇽 :),@Ciudadano7M,52m,"Listo 6 de 6 #ClaudiaArrasará #EleccionesMéxico2024 🇲🇽❤️🫶"
Santo vs las Momias de la 4T,@vs_4t,53m,"Por si tenían la duda de si ya fui a mandar ALV a la Momia Seca @Claudiashein y la legión del KKs. Ya lo hice @PartidoMorenaMx ALV #2deJunio #EleccionesMéxico2024 👇🏽👇🏽👇🏽"
Elguacamole 🥑,@guacamolegreenv,53m,"Salgan a votar por un México mejor, aún hay tiempo. #EleccionesMéxico2024 #YoVotéPorXochitl #XoxhitlGálvezPresidente2024 #Querérato #VivaMéxico"
Ana Karen,@anakareenmv,54m,"#YoVotéPorXochitl 🩷 por el derecho a la democracia !! Por dejarle a mi hija un país de libertad !! 🇲🇽 #EleccionesMéxico2024 vamos por la Victoria✨🤞🏻 #XochitlGálvezPresidenta"
Osmar Méndez,@OsmarMendez33,55m,"#EleccionesMéxico2024 @Claudiashein"
CaribeñoJarocho🤠,@dramirezosorio,57m,"Que siga la transformacion! #EleccionesMéxico2024"
Yuseb Yong,@YusebYong,57m,"Sin importar dónde ande o las 3 horas para votar, pero cumpliendo con México #EleccionesMéxico2024 #YoVotéPorXochitl"
Austin peligro powers,@VVarvi,59m,"#XóchitlGálvezPresidenta #EleccionesMéxico2024 #YaVoté"
david zarco,@davidza81580651,59m,"#EleccionesMéxico2024 PLAN C SI O SI"
Emiliano Huitron Ruiz,@HuitronEmiliano,1h,"Let’s go! @Claudiashein ❤️! #EleccionesMéxico2024"
Ulises Rodríguez 🇵🇸,@ulisesrguezlo,1h,"Listo mi voto por un México de derechos y no de derechas #EleccionesMéxico2024 #EsClaudiaPresidentaDeMéxico"
Lic. Enrique Peña Nieto,@EPN_GobFederal,2h,"Mi voto es libre pero no secreto! Venga XOCHITL!! @Xochitl2024 @XochitlGalvez"
Mauricio X 🌐,@elmaunogarces,2min,"#YoVotéPorXochitl #XóchitlGálvezPresidenta"
JC NINJA,@Cmargon_30,2min,"En respuesta a @Xochitl2024 #YoVotéPorXóchitl"
Mora(:™,@Moritaah,2min,"#YoVotéPorXochitl #EleccionesMéxico2024 vayan a votar 👏🇲🇽☑️"
Roberto,@Bet0o0o0_,3min,"#YoVotéPorXochitl"
🇲🇽Fofonauta 𝕏 🇲🇽,@Fofonauta_,4min,"Respondiendo a @la_grenitas @EPN_GobFederal y 2 más Mi voto es libre pero no secreto! Venga XOCHITL!! @XochitlGalvez #XochitlGálvezPresidenta24 #YoVotéPorXochitl"
Andrea Bárbara López Olvera,@alpezolvera,4min,"#𝐘𝐨𝐕𝐨𝐭é𝐏𝐨𝐫𝐗ó𝐜𝐡𝐢𝐭𝐥"
Mike,@m_insurgentes,4min,"#YoVotéPorXochitl"
Valen🖤,@AnaValenH,6min,"#YoVotéPorXochitl 💙💙💙💙💙"
Daniel Poot,@danilopoot,6min,"En respuesta a @Xochitl2024 #YoVotéPorXochitl"
LaPao,@es_tu_pen_do15,7min,"En respuesta a @Xochitl2024 #YoVotéPorXóchitl"
Patricia Ponce,@PatPonceC,7min,"En respuesta a @iamPolanckova y @Xochitl2024 #YoVotéPorXochitl"
Lidia Villegas ❤️🇲🇽🇺🇸,@lvillegas0308,8min,"Hay te va tu trámite, HDLCH #NarcoCandidataClaudia100 #La4taDe5taSeACABO #YoVotéPorXochitl 🗳️🇲🇽"
Libertario Morelos,@Antonio58808325,9min,"En respuesta a @Claudiashein Viva #XóchitlGálvezPresidenta #YoVotéPorXochitl"
Luis Salas,@LuisSal99212937,9min,"En respuesta a @Xochitl2024 #YoVotéPorXochitl"
Alfredo Flores,@AlfredoF_12,10min,"En respuesta a @jmatuk Clarines inge. #XóchitlGálvezPresidenta #YoVotéPorXochitl"
Richie,@dv_richie05,10min,"#YoVotéPorXochitl #YaSeVan #Pan Por un futuro con libertad y democracia!! Viva México"
Elsa Torres,@ElsaYTorres,10min,"#EleccionesMéxico2024 #YoVotéPorXóchitl"
kralos Martz,@martguill1205,10min,"En respuesta a @Xochitl2024 #YoVotéPorXochitl"
Jorge Siles Rojas,@jsilesr23,10min,"En respuesta a @Xochitl2024 Soy Jorge Siles #YoVotéPorXochitl"
Allan Colin 🇲🇽🇺🇦🇮🇱 (+) Cruz Azul + LA Rams,@AllanColin_,11min,"En respuesta a @Xochitl2024 Desde temprano. #YoVotéPorXochitl"
Nino Ramirez,@DrJamons,12min,"En respuesta a @Xochitl2024 Obvio! #YoVotéPorXochitl"
Ulises,@JesusUlises0393,12min,"En respuesta a @Xochitl2024 #YoVotéPorXochitl #XoxhitlGálvezPresidente2024"
Luis Larrañaga,@luismlarranaga,13min,"#YoVotéPorXochitl"
Liliana,@Yo_Soy_Lore,13min,"En respuesta a @lialimon #YoVotéPorXóchitl y aunque mis hijos ya no viven conmigo, solicité evidencia."
Fer,@DEAD_XO,13min,"#XóchitlGálvezPresidenta ¡VOTÉ POR MÉXICO! 🇲🇽 #𝐘𝐨𝐕𝐨𝐭é𝐏𝐨𝐫𝐗ó𝐜𝐡𝐢𝐭𝐥 y ¿tú? ¡Vamos por los 💯 posts! Deposita aquí tu #𝐘𝐨𝐕𝐨𝐭é𝐏𝐨𝐫𝐗ó
Elizabeth,@_G0odGirl_,13min,"#YoVotéPorXochitl y también #YoVotéporTaboada Fuera Morena @STaboadaMx"
More Sanvel ✖️,@jsv_more,14min,"En respuesta a @Marcela_Feraud #yovotéporxóchitl"
Santos en Abonos!,@af_Maldonado,14min,"En respuesta a @ryo_hermoso De Guanajuato, cumplido #YoVotéPorXochitl"
Marian Rho,@Ro25760509Ro,15min,"#YoVotéPorXochitl #YoVotarePorXóchitl #XochiltlGálvezPresidenta24 #XochitlEsEsperanza #XochitlGálvezPresidente #XochitlNosUne"
Estephania Martinez,@PhanieMacs,16min,"En respuesta a @Xochitl2024 #YoVotéPorXochitl #XoxhitlGálvezPresidente2024"
Chivis 🦂🫰💟#OZ👑,@Chivis_palas,16min,"En respuesta a @Xochitl2024 #XóchitlGálvezPresidenta #YoVotéporXochitl #BonillaAlcaldeCUU"
Lety 🇲🇽,@Lety_Barrera,16min,"#YoVotéPorXóchitl"
Jaime Guevara.,@cucebrio1,17min,"Prometieron todo y cumplieron nada por eso #YaSeVanHDSCHM, corruptos morenistas. #YoVotéPorXochitl #XóchitlGálvezPresidenta #EleccionesMéxico2024 #Jalisco"
Luis Alberto García Santamaría,@LuisGarciaAlS,17min,"#YoVotéPorXochitl #VotaPorMéxico #Toluca #YoVoteporMelissaVargas 🫶🏽💯❤️✋🏽🇲🇽"
Elma Rodriguez,@ElmaElmary7,17min,"En respuesta a @Xochitl2024 #YoVotePorXochitl"
victor manuel,@victorm29670598,18min,"#YoVotéPorXóchitl"
Kari Gc,@KarinaC09873448,18min,"En respuesta a @ryo_hermoso #YoVotéPorXochitl #XochitlGálvezPresidenta24"
Francisco Rodriguez,@frrodriguezm,18min,"#YoVotéPorXochitl #XochitlGálvezPresidente24"
Numen Sanders,@NumenSanders_,19min,"#YoVotéPorXochitl #XóchitlGálvezPresidenta #EleccionesMexico2024"
Jorge,@Yiorch10,19min,"#YoVotéPorXóchitl"
anoeta,@edcarbage,19min,"#YoVotéPorXochitl desde puebla."
Lalo Salamanca,@LaloSal92,19min,"En respuesta a @Xochitl2024 #YoVotéPorXochitl #XochitlGálvezPresidenta Imagen"
pablolayseca,@pablolayseca,20min,"#YoVotéPorXochitl #XochitlGálvezPresidenta #XochitlYaGano"
Deejay Diego 𝕏,@DJD_EGO,20min,"#YoVotéPorXochitl a mucha honra"
Ana Limon,@anamlimon,20min,"@Xochitl2024 Desde Hermosillo 🩷 #xochitlpresidenta2024 #YoVotéPorXochitl"
Máximo,@MXmoDecimo,21min,"#YoVotéPorXochitl Xóchitl te llevaremos a la victoria!"
jafa,@jafa_sabinas,23min,"#YoVotéPorXóchitl"
José Rubén irvin García tienda,@JosRubnirvinGa1,24min,"#YoVotéPorXochitl #HoyVotoPorXóchitl #yoyavoteporxochilt #FuerzaYCorazonXMéxico #MxSinMiedoYConX #XoxhitlGálvezPresidente24"
Anthonio Sánchez,@antho27,24min,"#YoVotéPorXochitl #XochiltlGálvezPresidenta #EleccionesMéxico2024 Fuera Morena, fuera Claudia, fuera la 4T"
Jesus Hector Ruiz G.,@JesusHectorRuiz,24min,"#YoVotéPorXóchitl"
Luis Enrique Saucedo,@luisesaucedo2,25min,"#XóchitlGálvezPresidenta, #YoVotéPorXochitl, #MareaRosaConXóchitl"
Juan Rey,@juan_rey_,25min,"#YovoteporXochitl 🇲🇽"
yolanda,@Yolis2626,25min,"#YoVotéPorXóchitl"
APL65,@APL652,26min,"#XochitlYaGanó #YoVotéPorXochitl"
Maru Jimenez ❌,@MaruJimenez16,27min,"#YoVotePorXochitl ❌🇲🇽🗳️🤞 #XochitlGálvezPresidenta24 🙏🏼🥳🥳"
Monset🌻💅🏼👠💥,@FerMond20,27min,"En respuesta a @gloaeza #YoVotéPorXochitl vamos México 🇲🇽"
pao_grill,@paola_parrillaF,27min,"En respuesta a @Xochitl2024 #YoVotéPorXochitl"
Cynthia,@Cynnssd,27min,"#YoVotéPorXóchitl"
Aida Saucedo,@AidaSaucedoG,27min,"En respuesta a @Xochitl2024 #YoVotéPorXóchitl #XochitlGálvezPresidenta"
↠ Di ↞ ⠕,@Niaa89,28min,"Muy conmovida de votar por primera vez por una mujer para la presidencia de México… y más por @XochitlGalvez #YoVotéPorXóchitl"
Emanuel Vázquez Díaz,@EmanuelVD88,28min,"En respuesta a @Xochitl2024 #YoVotéPorXochitl"
Eddo2822,@Eddo289,28min,"En respuesta a @Xochitl2024 #YoVotéPorXochitl"
monica moreno,@monchismoreno,29min,"#YoVotéPorXochitl"
jodon 3.0 🇲🇽,@XavierDeRu,29min,"En respuesta a @Xochitl2024 #YoVotéPorXochitl"
Eli,@Moranteli,30min,"En respuesta a @Xochitl2024 #YoVotéPorXóchitl"
K. Abugaber,@karim_85,30min,"#YoVotéPorXochitl"
Roberto Solcar Guerrero 💰💵💰💵,@RobertoSolcar,30min,"En respuesta a @Xochitl2024 #XochitlGalvezPresidenta #YoVotéPorXóchitl"
Ricardo Velazco,@RichieVelMar,31min,"En respuesta a @Xochitl2024 Desde #Matehuala #SanLuisPotosí ya voté #XochitlGálvezPresidenta #YoVotéPorXóchitl"
𝐅𝐫𝐚𝐧𝐜𝐢𝐬𝐜𝐨 𝐀́𝐥𝐯𝐚𝐫𝐞𝐳,@fjalvareztellez,31min,"#YoVotéPorXóchitl"
Juana la Loca,@Tere_batis,32min,"En respuesta a @Xochitl2024 #YoVotéPorXochitl"
anti 4t mueran los chairos,@riquezasdoaxaca,32min,"#YoVotéPorXóchitl para que se vaya a chaspm mugrena del poder presidencial y haya separación de poderes y no sea dictadura como pretende el HDP del kks"
Roberto Sandoval.,@Robertooo75,32min,"#YoVotéPorXóchitl"
Jose Manuel,@JMAranalde,33min,"#YoVotéPorXochitl #XochiltlGálvezPresidenta24"
Ramón,@ramonpena74,33min,"Jamás había sentido tanta emoción al ejercer el voto. Casilla especial, fila de seis horas pero se logró. Que la Democracia siempre sea un ideal. #YoVotéPorXochitl"
Macaflo,@Marcastattoo,34min,"En respuesta a @Xochitl2024 #yovotéporxóchitl"
HEB,@Hebares,35min,"En respuesta a @Xochitl2024 #YoVotéPorXochitl #XóchitlGálvezPresidenta"
Te vale ver...,@ellteb,35min,"#VotaMéxico2024 Fuera Morena. Hace 6 años voté por ellos, no vuelvo a cometer el mismo error #YoVotéPorXochitl #EleccionesMéxico2024"
ohmlixyss,@Lixyss,35min,"En respuesta a @Xochitl2024 #XochitlGálvezPresidenta 💗🇲🇽💗 #YoVotéPorXochitl 💗🫰"
Alex del Cardo,@AlexVS8379,36min,"Voto y barbacoa con la criatura que le tocó votar por primera vez #YoVotéPorXochitl #XoxhitlGálvezPresidente2024"
LUIS ANGEL GARCIA,@luisangelgh,36min,"En respuesta a @JackSpartanXX #YoVotéPorXochitl"
Lizeth Revueltas 🇲🇽💜🔮🎶,@lizethrevueltas,36min,"#YoVotéPorXóchitl con PRD por @acostanaranjo porque fue quien más la apoyo. #XóchitlGálvezPresidenta"
𝘽𝙧𝙖𝙮 𝙅𝙤𝙙𝙤𝙧𝙤𝙬𝙨𝙠𝙮©,@Trolmalpagado,37min,"#YoVotéPorXochitl Porque quiero un país de #VidaVerdadYLibertad. Así. 👇 👇 👇"
LUIS ANGEL GARCIA,@luisangelgh,37min,"En respuesta a @Xochitl2024 #YoVotéPorXochitl"
R Islas,@RIslas7,38min,"#YoVotéPorXóchitl"
LUIS ANGEL GARCIA,@luisangelgh,38min,"En respuesta a @DiazGonzalo55 #YoVotéPorXochitl"
Miriam83,@Miri83_J,38min,"En respuesta a @Xochitl2024 #YoVotéPorXochitl"
La Plebada y unos cuates,@LaPlebada2022,39min,"#YoVotéPorXóchitl"
Bella Vásquez 85,@Bella14_15,40min,"#YoVotéPorXóchitl Vote para un mejor futuro para mis hijos y familia. Vote por todos aquellos que les robaron su voz y su luz. Vote porque México es un país maravilloso que merece cosas increíbles."
Roberto G. Bejarano,@bejarano579,40min,"#YoVotéPorXóchitl mi presidenta! Vamos a ganar 🙌🏻"
Robert ApLe,@robertocarlosap,40min,"#YoVotéPorXóchitl"
Noel Aguilar,@aguilar_noel,40min,"Recuerda que las casillas están abiertas hasta las 6 de la tarde y si no has emitido tu voto aún estás a tiempo Aquí ya se votó 🗳️ #EleccionesMéxico2024 #YoVotéPorXochitl"
Cocó Lara,@jclarar,40min,"Que orgullo!!! #YoVotéPorXóchitl"
Danituarte,@danituarte,41min,"#YoVotéPorXochitl"
Malula X 📌,@Malusilver,41min,"Después de casi dos horas de fila en la casilla 4881 de Cdmx, voté a las 11.50 am. Mis respetos a los funcionarios de casilla 🙌🏻. #EleccionesMéxico2024"
SERCHS CALLEJA,@FESSUYCA,42min,"Por ❌ochitl Por Me❌ico #YoVotéPorXóchitl Por la E❌peranza de un Mejor MEXICO"
Yo nomás,@de_sangrenueva,42min,"#YoVotéPorXochitl #EleccionesMéxico2024"
Eric Nava,@EricNav55751063,42min,"En respuesta a @karene29 Ya quedó #yovotéporxochitl"
Jose Luis Vazquez,@luis7126,45min,"@AtypicalTeve ya votamos que gane México #YoVotéPorXochitl @Xochitl2024 @XochitlGalvez"
Ramses Ramos,@rancioxd,45min,"#YoVotéPorXóchitl 🩷"
Ni te topo!,@garo1971,46min,"En respuesta a @DiazGonzalo55 Diferenciado pero #YoVotéPorXochitl"
Merobiba ✨,@Wendycac,47min,"#YoVotéPorXóchitl"
Carmen,@carmen_baca,47min,"#YoVotéPorXóchitl"
ErikaFG,@ErikaFG11,47min,"En respuesta a @ryo_hermoso Desde el Estado de México #YoVotéPorXochitl"
𝑨𝒏𝒅𝒚𝑫𝑺 🇲🇽,@Andrea_DS15,48min,"#YoVotePorXóchitl 🩷 #XóchitlGálvezPresidenta 🩷 #EleccionesMéxico2024"
Dr. J. Eduardo Freyre.,@DocFreyre,48min,"#YoVotéPorXóchitl #XochitlGálvezPresidenta #EleccionesMéxico2024"
Blanca Corona,@lyza500,48min,"#YoVotéPorXóchitl"
HLB,@DrummAvariuM,49min,"¡Vida, verdad, libertad! 💙 X #YoVotéPorXóchitl"
FRANCISCO DIAZ,@paco79qro,49min,"#VotaMéxico2024 #XóchitlGálvezPresidenta #YoVotéPorXochitl"
Rodolfo Martínez Hurtado ,@rodolfomtz,50min,"Así se manda a la chingada a la secta #YoVotéPorXochitl"
Lidia Villegas ❤️🇲🇽🇺🇸,@lvillegas0308,51min,"#YoVotéPorXóchitl 🗳️🇲🇽"
Cédric Lamouche,@cedriclamouche,51min,"#YoVotéPorXochitl"
Eric Medher,@medheric_19,52min,"Listo, ya hice mi parte @XochitlGalvez @Xochitl2024 Ahora a esperar para que usted haga la suya... No nos vaya a fallar por favor!!! #YoVotéPorXóchitl Todo 🔵⚪"
el muchacho de los ojos tristes,@DecemberBoy12,53min,"Hermanitos Mexicanos, sí podemos!! 🫶🏻🇲🇽🩷 @XochitlGalvez #XochitlGálvezPresidenta #YoVotéPorXóchitl"
(((Crysthal07)))🎙🎧,@crysthal07,53min,"#YoVotéPorXóchitl"
Beatriz,@Beatriz06057268,54min,"#YoVotéPorXochitl"
Aniv de la Rev,@Aniv_Delarev0,54min,"Todos mis votos fueron para el PAN a excepción del voto para presidente. Crucé con mucho gusto por el PRD en agradecimiento a Don @acostanaranjo, quien le puso particular interés a la campaña. 👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼 #YoVotéPorXochitl"
Mari GC,@marigdelc,54min,"Nosotros ya, y ¿tú? 🗳️ #YoVotéPorXóchitl #ElCambioViene @XochitlGalvez @STaboadaMx"
Pepemi,@pepemi_R,55min,"#EleccionesMéxico2024 #YoVotéPorXóchitl por un mejor México 🇲🇽"
Nahomy HG,@HurtNahomy,56min,"#YoVotéPorXochitl #EleccionesMéxico2024 Mi flaquito y yo ya votamos"
Xris,@xstian_m,56min,"Adiós a los Narco delincuentes de #morenadestruyendoaméxico #EleccionesMéxico2024 #XóchitlGálvezPresidenta #YoVotéPorXochitl"
Maria del Mar,@MariadelMarRM,56min,"#YoVotéPorXóchitl"
Felipe Cedillo Frías X,@fcedillo1,57min,"En respuesta a @JorgeArmandoR_ #YoVotéPorXochitl #YoVotéPorXóchitl ✔️💪🏼"
Abraham,@abrahamespi_,58min,"#YoVotarePorXóchitl #YoVotéPorXochitl"
Bren O,@brendao001,58min,"En respuesta a @Xochitl2024 #YoVotePorXochitl"
pineda cabrera david 🇲🇽🇩🇰,@davenaruto,58min,"#YoVotéPorXóchitl #XoxhitlGálvezPresidente2024 Voto libre, no secreto 🤙"
Alex Miranda,@alex__miranda,59min,"¡Vida, verdad y libertad! 🩷🤍🩷 #YoVotéPorXóchitl"
Ivan Castillo,@kasino776,34s,"Mi voto siempre por la izquierda y para dos mexicanas excepcionales @AndreaChavezTre y @Claudiashein #planc #ClaudiaArrasará #claudiasheinbaum 🫶🏾 🇲🇽"
Maikol,@FematMichel,1m,"Se votó!… MORENA de lado a lado!… 👊🏽 #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará #MORENA2024"
Sick Boy M&C|⚖️🇲🇽 🇵🇸,@sickboy6791,4m,"Replying to @mariadlaselva Mi voto como mi corazón, a la izquierda #ClaudiaArrasará"
México chingón,@JanettH95816661,8m,"Mi voto por convicción vamos con la primera presidenta de México #EsClaudiaPresidentaDeMéxico #ClaudiaArrasará #EsClaudiaPresidentaDeMéxico"
Rasec1,@rasec_sultan,8m,"Mi voto por Morena!! Plan C. Viva Claudia viva AMLO #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará #AmloEsParaSiempre"
masabe,@masabe1143844,10m,"#MiVotoEsDeAgradecimientoAmlo #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará Misión cumplida!"
Néstor López Espinoza,@Nestor_LE,13m,"Qué alegría ejercer nuestra democracia y ver que la ciudadanía está saliendo a votar. #ClaudiaPresidentaDeMéxico2024 #ClaudiaPrimeraPresidenta #ClaudiaArrasará #EleccionesMéxico2024"
Iván,@ivilxR,14m,"Replying to @HernanGomezB Desde tierra tolteca apoyando a que siga el proceso de cambio #EsClaudiaPresidentaDeMéxico #ClaudiaArrasará"
Calincito Rojas #EsClaudia,@CalincitoR,19m,"#ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará #ClaudiaPresidentaDeMéxico"
Eric Mar,@ericmarmusic,19m,"Confío en ti, no me hagas parte del no creer nunca más en nadie @Claudiashein #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará"
𝓗𝓮𝓬𝓽𝓸𝓻 𝓓𝓲𝓪𝔃,@KenttBlue,23m,"Misión cumplida! hoy en la noche hay fiesta. #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará #ClaudiaPresidentaDeMéxico"
🔥 Itzel 🇲🇽 🇧🇷 🇧🇫 🇵🇸,@Itzel_uyulala,29m,"Replying to @Claudiashein 😍✨ Que viva! #ClaudiaArrasará"
Nohemi,@nohemimorales18,30m,"Que siga la transformación #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará"
Ing. Chairo AMLObradorista,@osojupChairoIng,31m,"#ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará 😏"
Youco2330,@ce847310,32m,"Mi voto y apoyo total a @Claudiashein @PartidoMorenaMx se queda!!! #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará"
🔥 Itzel 🇲🇽 🇧🇷 🇧🇫 🇵🇸,@Itzel_uyulala,33m,"Replying to @Asaltoalcielo Hice una fila de 40 minutos, me acompañó Ikal. El señor de adelante le dijo que él y sus hijos también, pagaría las deudas de los banqueros por un presidente Zedillo.. #ClaudiaArrasará"
Гектор Hippodamoio (Gektor) ☭,@Gektor09,37m,"Hace seis años le dimos el primer golpe mortal al PRIAN, hoy los rematamos. 👊😎 #ClaudiaPresidentaDeMéxico2024 #EsUnHonorEstarConObradorYClaudia #ClaudiaArrasará"
Essloff,@Asa__Connor,38m,"Replying to @callejon_114 #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará"
Margarito Arias,@MARGARITOMX,39m,"Gracias AMLO @lopezobrador_ @Claudiashein Voté todo Morena 6 de 6; porque yo soy la transformación, porque yo soy la 4T. #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará #ClaudiaPresidentaDeMéxico #YaVoté"
Mercedes🩷,@Lunamlover,39m,"Replying to @Xochitl2024 Por supuesto, aquí está!!! #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará"
