User,arroba,hora de publicación,publicación
Youco2330,@ce847310,40m,"Mi voto y apoyo total a @Claudiashein @PartidoMorenaMx se queda!!! #EleccionesMéxico2024 #EleccionesMéxico #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará"
🌺🌸Nélida🌸🌺,@NelidaCasas,42m,"#MisiónCumplida #VotoMasivoAMORENA #ClaudiaArrasará #EsClaudiaPresidentaDeMéxico"
Rodrigo A. LÓPEZ,@drodri_go,49m,"El #Voto como debe ser #VotoMasivoAMORENA #Azc4poTzalco @ClaraBrugadaM @GabyJimenezMX @OHarfuch @ErnestinaGodoy_ @NancyNunezmx Y por #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará @Claudiashein"
Nacion 4T,@nacion4Tmx,54m,"Mi voto es libre, pero no secreto. #EsClaudiaPresidentaDeMéxico #ClaudiaArrasará #4T #AmloEsLaFuerzaDelAmor"
jamour!,@jhonamour,55m,"Ya salí a votar y mi votó es para esa mujer que viene de nuestras luchas, que tiene esa preparación para llevar las riendas de este país con amor y humanismo. Vamos con todo. #planC #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará #ClaudiaPresidentaDeMéxico #EleccionesMéxico2024"
🍒CHICABU💫,@JhoannaMatilde,55m,"Que siga la 4ta transformación #EsClaudiaPresidentaDeMéxico #EsUnHonorEstarConObrador #ClaudiaArrasará"
Pterocles Arenarius,@pteroclido,56m,"Voto de Pterocles Arenarius. Para que siga la 4T. Y también las pensiones a los viejos, las becas a los jóvenes, los subsidios a los agricultores, los apoyos a los discapacitados, las grandes y múltiples obras, la estabilidad económica, ¡Para salvar a la Patria! #ClaudiaArrasará"
Omar Morquecho Garay,@MorquechoGaray,56m,"Mi compromiso hará que México siga adelante como hasta hoy, confío en la 4T y su futura Presidenta @Claudiashein, también cumplí con lo legislativo para la meta del plan 'C' #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará #ClaudiaPresidentaDeMéxico"
Ramírez 🙄,@Soy_pedroxD,57m,"Vamos con el plan 'C' #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará #EleccionesMéxico2024 #EleccionesMéxico"
El Capi Bretón,@bretonrivera,58m,"Que siga la cuarta transformación 🥰🥰🥰 #VotoMasivoAMORENA #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará"
Jhonny Be Good,@JSBG31,1h,"#ClaudiaArrasará #ClaudiaPresidentaDeMéxico #EsUnHonorEstarConObrador #EsUnHonorEstarConClaudiaHoy ¡Viva México! ¡Viva la #4T! ¡Viva López Obrador! ¡Viva Claudia Sheinbaum! ¡Viva la Revolución de las conciencias!"
Arturo PH,@ArturoPH1970,1h,"#ClaudiaArrasará #ClaudiaPresidentaDeMéxico2024 #ElecciónPresidencial #4taTransformación que siga mejorando mi país y no solo unos cuantos rateros"
Dr Lazarín,@LazarinDr,1h,"Listo #ClaudiaArrasará"
Alan Nava,@AlanDNavaA,1h,"Después de una jornada laboral, a votar. #ClaudiaArrasará #ClaudiaPresidentaDeMéxico2024 #EsClaudiaPresidentaDeMéxico #4taTransformación"
🐉🐲Dark Dragón 🐲 🐉,@DarkDragn4,1h,"Replying to @Democracia_mx #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará"
Victor MX,@vicmtzlara,1h,"Listo mi voto por la Mejor #ClaudiaPresidentaDeMéxico #ClaudiaPrimeraPresidenta #ClaudiaArrasará"
R Garza,@Roberto_Garzza,1h,"Replying to @makdavicho1974 #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará #ClaudiaPresidentaDeMéxico"
MariCruz Casanova 🦋,@LaChairaFeliz,1h,"Con mi voto te digo GRACIAS, AMLO @lopezobrador_ Voté todo MORENA ¡Viva la democracia! #ClaudiaArrasará #ClaudiaPresidentaDeMéxico"
Miguel Ángel,@elarkymiguel,1h,"La revolución de las conciencias. 6 de 6. #VotoTodoMorena #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará"
Anna,@Awqa07,11s,"Replying to @bethcastilloo and @Claudiashein ❤️🇲🇽 asiiiii #ClaudiaPresidentaDeMéxico2024"
Gustavo Ángel Reyes,@GustavoReyesAnt,35s,"#VotoPorMéxico #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará"
Jesús Manzo y Humilde de Corazón,@JesuIluminado,1m,"Les quiero informar que Morena compró mi voto, 😎todo por los buenos resultados que tuvo nuestro Presidente AMLO… por su lucha incansable en favor de nosotros los pobres…🇲🇽 #ClaudiaPresidentaDeMéxico2024"
Planeta Géminis (Cuenta corporativa),@estradelirius,2m,"Todas por #Morena Sali a votar porque me da #miedo cuanta gente se traga las palabritas de Claudio X de defender la #democracia cuando está hablando al más puro estilo gringo #ClaudiaPresidentaDeMéxico2024"
Soy Yamii 🔥🐍,@yamysoy,2m,"Hoy es un día que quedará para la historia, por 1ra vez una mujer de izquierda gobernará nuestro país, quien continuará con el legado de nuestro presidente. Continuemos con el 2do piso de la transformación #EsClaudiaPresidentaDeMéxico #YaVoté #ClaudiaPresidentaDeMéxico2024"
Vecino de Agua Fria,@Mty_AguaFria,3m,"Pura madre de que #YoVotéPorXochitl #TodoMorena #ClaudiaPresidentaDeMéxico2024 #ClaudiaPresidentaDeMéxico #ClaudiaArrasará"
Óscar Zerecero,@oscar_zerecero,3m,"Me emociona ver a tanta gente desbordando las casillas y muchos compartiendo su voto por #ClaudiaPresidentaDeMéxico2024 casualmente todos los bots de Xochicles no comparten su voto porque será? 😂😂 #Losbotsnovotan"
Alberto Mendoza,@agusmero,5m,"En el 2018 como presidente de casilla cumplí para que llegara #AMLO a acabar con el #PRIANRD esta vez me tocó cumplir para la continuidad de la #4taTransformación #ClaudiaPresidentaDeMéxico2024"
eder jourdan maya,@EderJourdan,6m,"Replying to @ClaudioXGG TODO MORENA #PlanC_YaEstáEnMarcha #VotoMasivoPorMorenaPTPV #ClaudiaPresidentaDeMéxico2024"
oZkR,@ozkr1511black,6m,"#ClaudiaPrimeraPresidenta #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará #VotaTodoMorenaPTyPV"
Fernando,@soy_fernandol,7m,"Replying to @Xochitl2024 #TodosConAMLOySusReformas #todomorena #ClaudiaPresidentaDeMéxico2024"
Alejandro MG,@AlejandroMG3,7m,"Sigamos por el buen camino de la 4T. #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico2024 #EsUnHonorEstarConObrador #YaVoté"
Oskar,@OscarHuDaYe,7m,"Ya falta muy poco para que declaren ganadora a @Claudiashein Presidenta 🇲🇽 y se consuma el #PlanC de nuestro presidente @lopezobrador_ que vamos a extrañar 🥺 y que se vaya a CHSPTM la botarga de la #CochitlGalvez. #MexicoDespertó #ClaudiaPresidentaDeMéxico2024"
Chilidogs&+🇲🇽,@ChilidogsBlvdHi,8m,"Replying to @_JRLB_ Desde que cruzamos a #Mexico fue una Fiesta en las aduanas están convencidos los Custom Border Protection de que es #ClaudiaPresidentaDeMéxico2024 saludos campeón!"
Luisov 🇲🇽 🇵🇸,@luisrodacot,8m,"Esto va por ti @lopezobrador_ para que @Claudiashein siga el camino que nos has trazado y que es el que queremos la mayoría de los mexicanos. #ClaudiaPresidentaDeMéxico2024"
Maikol,@FematMichel,9m,"Se votó!… MORENA de lado a lado!… 👊🏽 #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará #MORENA2024"
Jacqueline Ramírez,@JacquelineRamr1,10m,"#EleccionesMéxico2024 #PlanC_ #ClaudiaPresidentaDeMéxico2024 Ya culmine mi compromiso con mi Patria, con mi México, sigamos haciendo Historia con Claudia S."
Karen Jaqueline,@yaquisalgado12,12m,"#ClaudiaPresidentaDeMéxico2024 #PlanC_ #EleccionesMéxico2024"
Seul-Bleau,@BleauSeul,12m,"Replying to @morena_ny1 🥰💛AMOR CON AMOR SE PAGA , mi voto fue para MORENA 💛🥰 #4taTransformación #ClaudiaPresidentaDeMéxico2024 #AMLO 🥰🥰🥰🥰"
Viajero Yuca,@viajeroyuc,12m,"Este 2 de junio, haremos realidad el Plan C. Lo dijo muy bien @Claudiashein ganaremos la presidencia, las 8 gubernaturas y en cada rincón de México. ¡Vota todo Morena! #ClaudiaPresidentaDeMéxico2024 #HuachoGobernador #EleccionesMéxico2024 #YucatánDecide"
R Garza,@Roberto_Garzza,16m,"Replying to @ndurancoronado #ClaudiaPresidentaDeMéxico2024 #PlanC_YaEstáEnMarcha"
Giancarlo,@carlosgarba,18m,"#EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico2024 #SigamosHaciendoHistoria @Claudiashein"
Rasec1,@rasec_sultan,18m,"Mi voto por Morena!! Plan C. Viva Claudia viva AMLO #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará #AmloEsParaSiempre"
Ed Gazme,@emendoza1520672,18m,"Replying to @manuel_alamilla Alv el prianismo #ClaudiaPresidentaDeMéxico2024"
masabe,@masabe1143844,20m,"#MiVotoEsDeAgradecimientoAmlo #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará Misión cumplida!"
ivan,@IvaneskicIvan,21m,"Replying to @bereaguilarv #ClaudiaPresidentaDeMéxico2024"
Canelo De Leon 🇲🇽,@knelo83,22m,"#ClaudiaPresidentaDeMéxico2024 Ya ganamos !!!!"
Julio,@holasoyjulior,5h,"Así se ve el Plan C #EleccionesMéxico2024 #ClaudiaPresidenta2024"
ANTIFASCISTA MEXA 🇵🇸🇷🇺🇨🇳,@MxAntifascista,24m,"Púdranse fascistas, púdranse mil veces!!!! #ClaudiaPresidentaDeMéxico2024"
ivan,@IvaneskicIvan,24m,"Replying to @fmartinmoreno #ClaudiaPresidentaDeMéxico2024"
Jego 6.66,@JegoEvil,24m,"Que siga la Diktadura! 🇲🇽🫠 #ClaudiaPresidentaDeMéxico2024"
Eduardo García,@EduardHGarcia,24m,"#ClaudiaPresidentaDeMéxico2024 #AlMomento #EsClaudiaPresidentaDeMéxico"
Diego RM,@Diego_RM75,25m,"Plan C. Y se me endulza el dedo 😍♥️ #EleccionesMéxico2024 #MORENA2024 #ClaudiaPresidentaDeMéxico2024"
Nicolás Valenzuela,@Nicolas_V_4,25m,"#ClaudiaPresidentaDeMéxico2024"
Óscar Zerecero,@oscar_zerecero,26m,"Replying to @ryo_hermoso Vote porque jamás regresé el Prian que tanto daño le hizo a mi México, y se queden en el basurero de la historia donde pertenecen #ClaudiaPresidentaDeMéxico2024"
Jacinta Camila🌻 🇲🇽 💕ojos negros piel Canela.,@Jacinta_Camila,4h,"Esa TROPAAAA 🇲🇽💖🌻 'Todo Morena' Vamos!! El #PlanC_EsElObjetivo @4everErnie"
Alejandra Miranda,@JanMiJi,1h,"Listo mi voto!!! #ClaudiaPresidenta"
DAVIDSCM,@DAVIDSCM,28m,"Es la primera que no voto por Andrés Manuel @lopezobrador_ en una elección presidencial aquí en Xalapa, por suerte @Claudiashein estará a la altura de las circunstancias #Elecciones2024mx #ClaudiaPresidentaDeMéxico2024"
Seul-Bleau,@BleauSeul,29m,"Replying to @mexicocontodos 🥰💛AMOR CON AMOR SE PAGA , mi voto fue para MORENA 💛🥰 #4taTransformación #ClaudiaPresidentaDeMéxico2024 #AMLO 🥰🥰🥰🥰"
El Aprendiz de RIUS,@AprendizRius,29m,"#ClaudiaPresidentaDeMexico2024 #PlanC"
Gatita Rebelde,@Alinalvarez24,30m,"Replying to @Xochitl2024 Bien Xingon! De no volverte a escuchar! Ni pegar más chicles, ni ver como la cagas! Por fin! De callarles la boca. #ClaudiaPresidentaDeMéxico2024 @XochitlGalvez @SantiagoCreelM @ClaudioXGG @kenialopezr @FelipeCalderon @VicenteFoxQue @alitomorenoc"
Óscar Zerecero,@oscar_zerecero,31m,"Replying to @ReneFranco Que nunca regrese el PRIAN!!! A la basura de la historia donde pertenecen #ClaudiaPresidentaDeMéxico2024"
Victor Gallardo #IsraelTerrorista,@vcruzgallardo,32m,"#ConMiVotoTeDoyLasGraciasAmlo #ClaudiaPresidentaDeMéxico2024"
Peter Herrera 🇲🇽,@PeterHerrera1,33m,"Yo, carro completo!! ☝🏻😎 🇲🇽 #ClaudiaPresidentaDeMéxico2024 #EsUnUnHonorEstarConObrador @MorenaCiudadMex @PartidoMorenaMx"
Calincito Rojas #EsClaudia,@CalincitoR,34m,"#ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará #ClaudiaPresidentaDeMéxico"
ivan,@IvaneskicIvan,35m,"Replying to @2g_oscar Pero en el cul0. #ClaudiaPresidentaDeMéxico2024"
Regina González,@Regina3069,36m,"GRACIAS AMLO❣️ AMOR CON AMOR SE PAGA #ClaudiaPresidentaDeMéxico2024"
Mi OPINIÓN 🇵🇸💪🇲🇽,@MiOPINI83465771,37m,"Mi voto es para @Claudiashein #ClaudiaPresidentaDeMéxico2024"
A P O K,@crisgat00,36m,"#ClaudiaPresidentaDeMéxico2024"
Victor Gallardo #IsraelTerrorista,@vcruzgallardo,38m,"Que siga la transformación de México, #ClaudiaPresidentaDeMéxico2024"
⚭ℂ𝕠𝕦𝕣𝕥𝕟𝕦𝕫,@COURTNUZ,38m,"Replying to @JeronimoZarco and @Claudiashein A si es al basurero la tiranía que luchamos para que los jóvenes no vivan lo que ya vivimos nosotros de la tiranía #NiUnVotoALosCorruptosDelPRIAN y #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará"
Myr Luna,@MyrLun,39m,"Listo!!! Que continúe el segundo piso de la transformación!!! #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico2024 #EsUnHonorEstarConObrador 🫡🇲🇽"
𝓗𝓮𝓬𝓽𝓸𝓻 𝓓𝓲𝓪𝔃,@KenttBlue,39m,"Misión cumplida! hoy en la noche hay fiesta. #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará #ClaudiaPresidentaDeMéxico"
Vanssdemilamores,@vaniavans10,40m,"Replying to @MissSunshine4 and @Xochitl2024 Que tal! Mi Presidenta va a ser #ClaudiaPresidentaDeMéxico2024 👏🏻👏🏻👏🏻👏🏻😉"
🐉🐲Dark Dragón 🐲 🐉,@DarkDragn4,41m,"Replying to @LaTiaVinagres @AndrewOneStark and 3 others #ClaudiaPresidentaDeMéxico2024 #PlanCYaEstaEnMarcha"
Matrix,@Alexag171,42m,"Replying to @EugeniaLeon #ClaudiaPresidentaDeMéxico2024"
Rubén Guzmán,@Adhara7821,42m,"Replying to @Xochitl2024 Mi voto, arriba #ClaudiaPresidentaDeMéxico2024"
Tony Meza,@jyutaromatsu92,45m,"Vamos Claudia que si se puede Chíngate a la botarga pendeja de xochitl #ClaudiaPresidentaDeMéxico2024"
Victor MX,@vicmtzlara,45m,"Replying to @Xochitl2024 VOTE PO LA MEJOR #ClaudiaPresidentaDeMéxico2024"
Nohemi,@nohemimorales18,46m,"Que siga la transformación #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará"
Masiosare un extraño enemigo,@JoseSer59872866,48m,"Replying to @DeniseDresserG Esto que tú dices lo logramos, nosotros los del pueblo, tras mucha lucha marchas y vidas, usted nomás se quiere colgar del trabajo del pueblo y no se lo vamos a permitir. #ClaudiaPresidentaDeMéxico2024"
Masiosare un extraño enemigo,@JoseSer59872866,49m,"Replying to @ClaudioXGG #ClaudiaPresidentaDeMéxico2024"
Albec Seis,@AlbecSeis,49m,"Después de tres horas, este bot pudo ejercer su derecho a votar. Jajajajajajaja La confianza se gana, este es el resultado de una gestión importante, donde AMLO puso primero a los que menos tienen. #ClaudiaPresidentaDeMéxico2024 #PlanC_YaEstáEnMarcha"
LARA 👽,@Nekro98750305,51m,"#EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico2024 vamos con el plan C"
César Qüeb,@cesarqueb_,51m,"Replying to @CmtePerro Aquí anulando tu voto!! @Somos4T_ #ClaudiaPresidentaDeMéxico2024 @Claudiashein"
Fer_LeonMex #FerLeonMx 🇲🇽🇪🇸,@_FerLeonMex,50m,"Replying to @Xochitl2024 #ClaudiaPresidentaDeMéxico2024 #ClaudiaPresidentaDeMéxico"
Jhon,@juandegdl,49m,"Por #ClaudiaPresidentaDeMéxico2024"
Mary Rub.,@Rub4Mel,49m,"Replying to @CONE4T_OFICIAL Voté solo por MORENA 🔴🇲🇽🇲🇽🇲🇽🥰 #EsUnHonorEstarConObrador #ClaudiaPresidentaDeMéxico2024"
Crisss,@C88837400,47m,"Replying to @Claudiashein #PlanC_YaEstáEnMarcha #ClaudiaPresidentaDeMéxico2024 #YaVoté"
Esperanza Díaz Barriga Sosa,@PeRySoL,47m,"Listo #YaVoté #YaVoteXPlanC #PlanC_YaEstáEnMarcha #EleccionesMéxico2024 #ElecciónPresidencial #EleccionesMéxico #ClaudiaPresidentaDeMéxico2024 Con mi sobrino, mi fiel compañero de elecciones desde 2015 🥳🤗😍😀🤩🥰😁✌🏻🤩"
Fred Tovilla 🦗,@fred_grito,42m,"#EsUnHonorEstarConObrador #ClaudiaPresidentaDeMéxico2024 Siempre abajo y la izquierda!"
Luis Edgar Manuel Zárate,@zarate_Edgar95,41m,"Voto por la libertad. Voto por un México con futuro y con mesura. La lucha es por TODOS. VAMOS!!! #VotoMasivoAMORENA #VotoPorMéxico #ClaudiaPresidentaDeMéxico2024"
Eric Mar,@ericmarmusic,38m,"Confío en ti, no me hagas parte del no creer nunca más en nadie @Claudiashein #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará"
Alan Ibaeza,@Alan_Dominguez,55m,"Todo MORENA... #ClaudiaPresidentaDeMéxico2024"
Rossana ACARREADA AMLO,@ddboti,1m,"Con mi voto te digo gracias AMLO tu legado sigue porque el #PuebloDecide #ClaudiaPresidentaDeMéxico2024 ES UN HONOR SEGUIR Y ESTAR CON OBRADOR!!! GRACIAS AMLO AMOR ❤️ CON AMOR ❤️ SE PAGA ❤️"
Emilio Aguilar,@EmilioAgHdz,1m,"Incluso si fuera crudo o hasta la madre de pedo, no dejaría de votar por ella 🫶🎉🥳💐💐 #ClaudiaPresidentaDeMéxico2024 💐💐💐 🥳🎉"
ELISA #ClaudiaPresidenta,@ericsoncr,2m,"Mi voto fue Por Claudia, y además también, me dije a mi misma #VotaTodoMorena #ClaudiaPresidentaDeMéxico2024"
Victor Manuel Hernández García,@victor_gar14840,2m,"Que poca madre de @TwitterLatAm no aparecen los TT en favor de #ClaudiaPresidentaDeMéxico2024 y los de la #Brutarga aparecen hasta por debajo de las piedras! Pero se va a ir a ching@r a su m@dre la #OposicionMiserableMezquinaVendePatriasYMentirosa Y #SigamosHaciendoHistoria"
Jaime Carrera #Ayotzinapa,@jjiimmoo88,4m,"Mi granito de arena para el segundo piso de la #4taTransformación en estas #EleccionesMéxico2024 El agradecimiento para @lopezobrador_ El apoyo total a mi próxima Jefa @Claudiashein #EsUnHonorEstarConObrador #ClaudiaPresidentaDeMéxico2024"
Pedro Gil,@PedroGi82848306,5m,"Mi voto es libre y morena dijo secreto jeje @Claudiashein @lopezobrador_ #MORENA2024 #ClaudiaPresidentaDeMéxico2024"
comunidad azcapotzalco,@comunidada63051,8m,"Replying to @Xochitl2024 Gracias Ya vote #ClaudiaPresidentaDeMéxico2024"
Diego,@Diego02898084,8m,"¡El Pan C, va! #EsClaudiaPresidentaDeMéxico #YaVoté #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará"
Erubey Salinas,@erusalinasmx,9m,"Voté 6 de 6, por el segundo piso de la transformación. ❤️❤️❤️🇲🇽 #ClaudiaPresidentaDeMéxico2024 #EleccionesMéxico2024"
UGM,@ibrahimwarrior,9m,"#ClaudiaPresidentaDeMéxico2024 ya ganamos , yo he estado viendo gente que viene convencida de Claudia afuera el pan está pagando el voto pero puedes rectificar tachando el PAN y poniendo un SI a MORENA"
Dubraska Chikorita,@Dubraska_Chik,10m,"💅🏻💅🏻💅🏻 #ClaudiaPresidentaDeMéxico2024"
eder jourdan maya,@EderJourdan,10m,"SOMOS MILLONES FALTA UNA HORA YA BARRIMOS A LOS CORRUPTOS¡ #ClaudiaPresidentaDeMéxico2024 @ClaudioXGG"
