User,arroba,hora de publicación,publicación
EL TÍO JOEL,@JJSAN79,13:31,"""Arriba el patriarcado prras! 🖕🏻#EleccionesMéxico2024 #Mainez"""
R053 8UN8URY,@Rose87329461,13:30,"""Solo vine a votar y ya me quedé como funcionaria de casilla porque faltó gente. Que bonito, mucha gente votando. Yo vote 5 de 5 por Morena. #EleccionesMéxico2024 #ClaudiaArrasará #ClaudiaPresidentaDeMéxico #PlanC"""
Angel Pláscencia,@angel_plasMart,13:30,"""Listo, he ejercido mi derecho a voto ❤️ #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico2024 #PresidenciaDeLaRepública"""
Getsemaní,@getsemutssi,13:29,"""#EleccionesMexico2024 #Maynez 🍊"""
Sol Borjas 🏳️‍🌈🇲🇽,@solborjas84,13:28,"""#EsUnHonorEstarConObrador #ClaudiaPresidentaDeMéxico2024 #PlanC_YaEstáEnMarcha #EleccionesMéxico2024 #4taTransformacion"""
Abzinthe 🛸,@Abzebel,13:28,"""En respuesta a @ryo_hermoso Que presidente tan más pendejo 🤣 #Amlo #Morena #CitlaHM bota, no vota #EleccionesMéxico2024 #XochitlGálvezPresidenta24"""
FERMOR,@FERMOR_23,13:28,"""Me pasaron esta útil guía de como votar #EleccionesMéxico2024 #XochitlGálvezPresidenta24 🔁 Compartan y todos a votar 🗳️"""
Emiliano Morales,@EmiMrlsGzlz,13:28,"""Orgulloso de votar solo @AccionNacional #LaloGobernador #EleccionesMéxico2024 #XochitlGálvezPresidenta"""
EvaG14 ✘,@EGaona14,13:27,"""La boleta electoral 👉🏻🗳️ tiene más poder que el Estado autoritario y el C. O. Juntos!!! ☝🏻 El poder es nuestro ciudadanos mexicanos, mostremos nuestra fuerza!! 🤞🏻🇲🇽🩷 #MexicoNoSeraComunista #EleccionesMéxico2024 #XochitlGálvezPresidenta24"""
sweet,@breakupsweet,13:27,"""AMAMOS LA DICTADURA Y ABRAZAR DELINCUENTES🤩🫵🏼 TODO MORENA #EleccionesMéxico2024"""
Gamaliel Ronces,@Invasionx,13:26,"""#EleccionesMéxico2024 #XochitlGálvezPresidenta"""
El gran Apr:. ▕⃝⃤ ⚔️,@el_gran_apr,13:26,"""Hoy mi voto es EN CONTRA DE MORENA NO A FAVOR DE XÓCHITL GÁLVEZ. #EleccionesMéxico2024 #yavotéporxóchitl"""
Gadiel Castillejos,@GadielLuis07,13:25,"""Mi granito para un México próspero y que continúe la Transformación pero con cambios. Hoy la victoria #EsClaudiaPresidentaDeMéxico #EleccionesMéxico2024"""
Andrés Gómez Sotomayor García Cuéllar,@andres_gsgc,13:23,"""Primeras elecciones y se ve positivo el horizonte #XochitlGálvezPresidenta24 #EleccionesMéxico2024"""
edgar,@garciaedgar_df,13:23,"""Listo #EleccionesMéxico2024 #YoVotarePorXóchitl"""
Marbellaarath,@Marbellaarath,13:22,"""#EleccionesMéxico2024 #ClaudiaArrasará #ClaudiaPresidentaDeMéxico"""
Armando Pérez A,@arpean,13:21,"""Por un México con libertad Por un México de esperanza Por un México próspero Por un México democrático Por un México lleno de amor Patria!, nada te debo Patria!, nada me debes Patria!, estamos en paz #EleccionesMéxico2024 Mi voto por Xóchitl"""
Ernesto,@Ernesto097,13:21,"""Ni olvido, ni perdón. #EsClaudiaPresidentaDeMéxico #EleccionesMéxico2024"""
neolesath,@neolesath,13:20,"""Se da a conocer la totalidad de los votos a favor de Movimiento Ciudadano: Uno para Máynez, dos para Máynez. #EleccionesMéxico2024"""
eLo 💛,@holasoyelo,13:19,"""Vamos México 🤞🏼🩷 Saquemos al cancer de morena del país. #yovotéporxóchitl #EleccionesMéxico2024 #XochitlGálvezPresidenta24"""
Javiishito,@javier0344,13:19,"""Se votó por @Claudiashein #EleccionesMéxico2024 #ElecciónPresidencial 👍🏼 ya ganamos México 🇲🇽 ❤"""
Leo BS,@Leoistlion,13:18,"""El #PlanC en marcha. #VotoMasivoPorMorena #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico"""
Carlos Lopez,@carlitoslopez1x,13:17,"""#AmorConAmorSePaga #ClaudiaArrazará #EleccionesMexico2024 #AlMomento #XochitlYaPerdio Panistas Verástegui Laura Zapata Hermosillo Joaquín"""
♎️𝕄𝕠𝕣𝕟𝕚𝕖 𝔸𝕝𝕗𝕒𝕣𝕠🇲🇽,@Mornie_Aran,13:17,"""Pos bueno, amigos. Yo lo advertí con antelación 🤣 y ya emití mis votos del día de hoy tal y como había dicho: @XochitlGalvez @MacaIntensa @juarezveromex @STaboadaMx @jczsmx @MauricioTabe"""
Dιαnα🎀,@DiianaHb,13:17,"""Voto libre y no secreto 🤭 #EleccionesMx2024 #EleccionesMéxico2024 #YoVotéPorXóchitl #XochitlGalvezPresidenta24 @XochitlGalvez 🩷💙✌🏻"""
Vegaa,@emvgao,13:17,"""Hace 6 años en mi primer elección cometí el error más grande de mi vida que nos llevó a lo conocemos todos hoy día, hoy salí feliz, con una esperanza para todos, espero sea el cambio que necesitamos y que mínimo en 2021 a la CDMX le dio un respiro. #EleccionesMéxico2024"""
El Luigi,@ragazzoperron,13:15,"""Ya se hizo lo propio compañeros #xochilovers y amigos del voto de castigo. Cruzo los dedos para que la secta se vaya ya. Parece que el INE lo está haciendo mal con sus retrasos y la ciudadanía está aguantando para poder votar ¡Que fregón!👏👏 #EleccionesMéxico2024 #INEMéxico"""
Chava ⚕️🇦🇹,@chavita_96,13:15,"""Porque yo si quiero un México mejor. #XochitlGálvezPresidenta24 #EleccionesMéxico2024"""
Marieli Urbano,@MarieliUrbano,13:15,"""Gracias Andrés Manuel, amor con amor se paga. #PlanCYaEstaEnMarcha #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico #ClaudiaPresidentaDeMéxico2024 #ClaudiaYaEresPresidenta"""
ɱเรรαεℓ αɾαɠσ́ɳ,@missaelaragonc,13:13,"""¡Listo! El motivo es México por eso #yovotéporxóchitl, pero por agradecimiento el apoyo a ella también voté por la coalición PAN,PRI,PRD. #EleccionesMéxico2024 #XochitlGálvezPresidenta24 @XochitlGalvez"""
Ricardo,@RicardoRangelV5,13:12,"""#EleccionesMéxico2024 #XochitlGálvezPresidenta24 #XoxhitlGálvezPresidente2024"""
⭐️🅝🅐🅛🅛🅔⭐️,@nars02,13:12,"""#EleccionesMéxico2024 #YoVotéPorXochitl #XochitlGálvezPresidenta24 #XochitlGálvezPresidenta24 #XochitlGálvezPresidenta24 #YoVotéPorXochitl #ElijoCreer"""
Ximena MF,@XimenaMorenoF,13:12,"""Ximena de niña que siempre le encantó la política, jamás pensó que hoy a sus 28 años votaría por la primera presidenta mujer. 🥹💚 #EleccionesMéxico2024 #ClaudiaPresidenta2024"""
Nick Cruz,@NicanorCruz,13:11,"""Voto emitido, agur a esperar el resultado final, estoy seguro que viene un gran cambio. #EleccionesMéxico2024 #XochitlGálvezPresidenta24"""
Jorge Verber,@Kocho_vh,13:11,"""En respuesta a @chitoarnold y @XochitlGalvez #EleccionesMéxico2024 #XoxhitlGálvezPresidente2024"""
Rb,@Rbb612,13:09,"""Congreso: PAN Presidencia y gubernatura: PRD. 😉 #XochitlGálvezPresidenta24 #XóchitlGálvezPresidenta #YoVotéPorXóchitl #EleccionesMéxico2024"""
Johan didier Sanchez,@JohandidierSan1,13:07,"""Listo 6/6 En Puebla con la Dr Claudia Sheinbaum a la Victoria y con nuestros señor Presidente! 🇲🇽 #PlanC_YaEstáEnMarcha #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico"""
Nacho #TIGRE CAMPE8N 🏆,@Nacho_Velazqz,13:07,"""#TodoMorena por la niñez, por los trabajadores, por las madres jefas de familia, por los adultos mayores, por los estudiantes! Vamos Juntos con @Claudiashein a construir el Segundo Piso de la Cuarta Transformación! #EleccionesMéxico2024 #ClaudiaArrasa"""
LA GRAN SUGARITA ✨,@CarneDeAzucar,13:06,"""Van a recibir lo mismo que le dieron a la nación estos 6 años 🖕🏻 #XochitlGálvezPresidenta24 #EleccionesMéxico2024 #Elecciones2024Mx"""
Raúl Reyes Salas,@ReyesRaulMX,13:06,"""Es un honor botar a obrador 🥾 #EleccionesMéxico2024 #Veracruz"""
Juan Carlos MCM,@jccharc,13:06,"""Listo. La destrucción tiene que parar. No sé qué vaya a pasar, pero al menos no seré cómplice del régimen criminal de la sirvienta del pejelagarto. #EleccionesMéxico2024 #PorQueNoVotaréPorClaudia"""
JLorenzana,@JLorenzana8,13:05,"""Listo!!!! #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico2024 #PlanCYaEstaEnMarcha #VotaTodoMorena"""
🇲🇽 ⓐⓚⓔⓝⓐⓣⓞⓝ 🍥,@SSabaG09,13:05,"""Muchas gracias por todo @lopezobrador_ Sigamos haciendo historia con @Claudiashein 4T ✌🏽 #EleccionesMéxico2024"""
Forza,@alexflorexf,13:05,"""#EleccionesMéxico2024 EleccionesMexico2024 #XochitlGálvezPresidenta24"""
Jorge Montes de Oca,@CancunMinigolf,13:03,"""#EleccionesMéxico2024 #YoVotéPorXóchitl #XochitlGálvezPresidenta24"""
JULIETA MARTÍN.,@greta1940_,13:03,"""#AlMomento #EleccionesMéxico2024 #ClaudiaArrasará"""
Marco,@marcobahenac,13:02,"""#EleccionesMéxico2024 @Claudiashein"""
Juan Santana Arroyo,@jaguardf1,13:02,"""En respuesta a @beltrandelrio No se aprecia en la foto pero ahí va la esperanza de que México cambie para bien #EleccionesMéxico2024 #XochitlGálvezPresidenta24"""
Almendro,@natalicio666,13:01,"""Qué gusto votar contra Morena y su candidata titere @Claudiashein #EleccionesMéxico2024"""
Magicworshipper,@KKarak31,13:05,"""#Taboada #CDMX #EleccionesMéxico2024 Ya es justo y necesario que se vaya la ""izquierda "" de la CDMX @STaboadaMx"""
Red Red Wine,@AnaSuellen,13:38,"""Querido presidente, con mi voto te digo gracias @lopezobrador_ Te AMLO 🩷 Que inicie el PLAN C 🙌 #EleccionesMéxico2024 #MorenaVa #ClaudiaPresidentaDeMéxico"""
🅰🅽🅶é🅻🅸🅲🅰 🆅🅴🅻á🆉🆀🆄🅴🆉 🐈🐾,@JazzAngelical,13:05,"""Aquí ya se votó, esperando hacer el cambio 🙏 #EleccionesMéxico2024"""
マヌエル,@MaNuEl_Ort,13:12,"""En respuesta a @Sergeluna_S Toma tu bot.!!! Mugre chapulin de cuarta. 😎🇲🇽😎 #YoVotarePorXóchitl #EleccionesMéxico2024 ✅🇲🇽"""
@Omarshariff2021,@Omarshariff2021,13:00,"""#ClaudiaArrasará #MexicoConClaudiaSheinbaum #esunhonorestarconobradoryclaudia #EleccionesMéxico2024 #CiudadDeMéxico"""
Jahir De La Luz,@JahirPastor,13:52,"""Hoy ganará la democracia ☀️🇲🇽 #XochitlGálvezPresidenta24 #EleccionesMéxico2024"""
Osky 🜲,@oskyzavalaa,13:42,"""Todo sea por el bienestar de México, @AlvarezMaynez @Chertorivski @MovCiudadanoMX 🧡 #EleccionesMexico2024 #EleccionPresidencial2024"""
Yazvel,@yazvel0907,13:41,"""Cumpliendo con mi Xóch #EleccionesMéxico2024"""
sweet,@breakupsweet,13:28,"""#EleccionesMéxico2024 Claudia Sheinbaum SERÁS PRESIDENTA!"""
luthier,@luthier_lj,13:06,"""En respuesta a @mlucascir Por un México libre y democrático. #EleccionesMéxico2024 🇲🇽 #XochitlGálvezPresidenta 💚 🤍❤️ ¡morena al basurero de la historia!"""
hego damask 🥶 vota morena 2024🚇,@hego_dmsk,13:24,"""¡He traído la paz, la libertad, la justicia… y la seguridad a mi nuevo Imperio #Xóchitl #clowndiashitbaum #EleccionesMéxico2024"""
Asao Susuda❌,@AsaoSusuda,13:07,"""La señal de la #Democracia #EleccionesMéxico2024 #VotoÚtilXMéxico #XochitlGálvezPresidenta24"""
Nelson Rguez,@NelsonRHMD,13:01,"""Por un México mejor, #EleccionesMexico2024 #YoVotarePorXóchitl #YoVotéPorXochitl por un Jalisco libre de ysq #VotoÚtil2024"""
HG Noe 991,@noegh991,13:46,"""#EleccionesMéxico2024 Ya solo 1 hora más para votar por #ClaudiaArrasará #morena"""
Patricia Valadez,@PatyValadez,13:26,"""Hoy puede ser que todo empiece a cambiar. ¡Y lo mejor, lo mejor está por llegar! #EleccionesMéxico2024 #MexicoDespertó #XochitlGálvezPresidenta24 🩷💙♥️💛🙌🏻 #MexicoConXochitl #MexicoXingon"""
AlejoMartinez🙂,@alemaza81,13:46,"""Por la continuación en la construcción de un mejor pais, estos casi 6 años con el Presidente López Obrador han sido los mejores con mucho avance y con las bases para que México sea un mejor Pais ""Por Claudia Sheinbaum Presidenta"" #ClaudiaPresidentaDeMéxico #EleccionesMéxico2024"""
LaGranjaHumanaMX,@GranjaMx,13:16,"""Voto masivo chavos #EleccionesMx2024 #EleccionesMexico2024 #TodoMorena"""
Uriel Rodríguez,@UrielRolu,13:43,"""#PlanC en marcha. #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico"""
Marco,@ElPinchiTony,13:14,"""#EleccionesMéxico2024 #XochitlGálvezPresidenta24 #FueraMorena"""
Andy Jalil,@andy_jalilBC,13:11,"""Todo morena. Viva la 4T #ClaudiaPresidentaDeMéxico #EleccionesMéxico2024 #morenayagano 🫶🏼4️⃣T❤️"""
fer ³⁰ 🪐👜,@fer_fuckerbratz,13:12,"""Que felicidad me da poder contribuir algo al movimiento transformador. Seguiremos avanzando por el bien de todos. La respuesta es #ClaudiaPresidentaDeMéxico2024 #EleccionesMéxico2024"""
Anas Zahid,@Anus80621013,13:47,"""Hoy cambia el rumbo del país ,hoy se van los que prometieron y no hicieron nada , hoy se va el“yo tengo otros datos “ hoy se va la ignorancia del poder , hoy se va la impunidad ! por todos aquellos que no pudieron alzar la voz… es hoy México ! 💥💥💥💥 #EleccionesMéxico2024"""
Shion,@ChicShion,13:30,"""Todos los Obradoristas que falten, A VOTAR, para propinarle a la derecha repugnante su TERCERA NOCHE TRISTE La 1ra la de su ídolo Hernan Cortes, la 2da el 1 de julio de 2018, y la tercera este 2 de junio! #EleccionesMéxico2024"""
