User,arroba,hora de publicación,publicación
Гектор Hippodamoio (Gektor) ☭,@Gektor09,14:52,"""Listo!!! Del lado correcto de la historia.✌️😎 #ClaudiaPresidentaDeMéxico2024"""
Jafet Guerrero,@jafetoide,14:50,"""@Claudiashein Presidenta: #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará #EleccionesMéxico2024"""
El cantante,@cabodel47,14:50,"""Por la continuidad de este gran movimiento! #VotoTodoMorena #ClaudiaPresidentaDeMéxico2024"""
Aldair R S,@Aldair_RmzS,14:49,"""Orgullosamente mi voto por la Dra. @Claudiashein 😎🇲🇽🏳️‍🌈 #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará"""
Arturo Nicolás,@arturorockero,14:49,"""Listo 6 de 6 #TodoMORENA #ClaudiaPresidentaDeMéxico2024 #ParaisoTabasco #EleccionesMéxico2024"""
Dav--,@davmariscal,14:46,"""En respuesta a @memobarba #ClaudiaPresidentaDeMéxico2024"""
Edgar Dávalos,@davalos96938312,14:44,"""PLAN C #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará"""
Huitzilin Alberto 🍀🇲🇽,@Alberto_Hark,14:43,"""Sudado y despeinado pero feliz de contribuir a la continuidad de la Cuarta Transformación #ClaudiaPresidentaDeMéxico2024"""
jacinto metalero,@alezbutowsky,14:42,"""En respuesta a @Xochitl2024 #ClaudiaPresidentaDeMéxico2024"""
Eduardo Cartre,@edcartre,14:41,"""Por otros 6 años de transformación #ClaudiaPresidentaDeMéxico2024 #EleccionesMéxico2024"""
Arrobita,@Arrobita20,14:41,"""#ClaudiaPresidentaDeMéxico2024 #RocioGobernadora"""
Güera Cardiel,@tsonialopez,14:41,"""Y siguen mintiendo. #ClaudiaPresidentaDeMéxico2024. Ahí votó mi nieto POR PRIMERA VEZ y todos sus compañeros. Muy orgullosos de que Claudia los represente. La Sra X les da vergüenza"""
OmniPresente,@OmniPresente,14:39,"""Listo! #EleccionesMéxico2024 #VotoTodoMorena #VotoProClaudia #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará"""
Mynna ॐ,@Corammy,14:39,"""Que orgullo haber votado por Claudia, sentí bien bonito 🥰 #ClaudiaPresidentaDeMéxico2024"""
Nicolás Valenzuela,@Nicolas_V_4,14:38,"""#ClaudiaArrasará #ClaudiaPresidentaDeMéxico2024 #EsUnHonorEstarConObrador"""
Romualdo Belascoarán Shayne 🌐,@aldu_frijolillo,14:38,"""Es un honor votar por un gobierno de izquierda que su prioridad son los Mexicanos más vulnerables y que siendo congruente ha fomentado la participación de la mujer en el actuar político. #ClaudiaPresidentaDeMéxico2024 Un abrazo querido @lopezobrador_ se te extrañará."""
Felipe rosas vargas,@pipe_rv,14:37,"""Vamos con todo por el Plan C @Claudiashein #ClaudiaPresidentaDeMexico2024 #ClaudiaArrasa"""
ARTURO CABUTO,@kabras3,14:36,"""#votaciones2024 #ClaudiaPresidentaDeMéxico2024 #morena #claudia20242030 #clarajefacdmx"""
Jorge Arturo,@JA_RoMagno,14:36,"""En respuesta a @pedroferriz3 y @XochitlGalvez Ridícul@!! Cuentalos Bien, #ClaudiaPresidentaDeMéxico2024"""
Daniela,@LaNietaIncomoda,14:35,"""Yo ya vote, sin miedo y en libertad #ClaudiaPresidentaDeMéxico #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará #EleccionesMéxico2024"""
👩‍⚕️🇲🇽👨‍⚕️Oscar Martínez,@oscar_froylan,14:34,"""Amor con amor se paga #GraciasAMLO #ClaudiaPresidentaDeMéxico2024 #EsUnHonorEstarConObrador"""
miguel melendez,@maml_t,14:34,"""It's Done!! #ClaudiaPresidentaDeMéxico2024 #ClaraJefaDeGobierno #PlanC_ConVotoMasivoPorMorena2024"""
JAIME GARCIA LUCIA,@jaimarq,14:33,"""A la IZQUIERDA y a la VICTORIA... SIEMPRE!!! #ClaudiaPresidentaDeMéxico2024 #EleccionesMéxico2024"""
Pocahontas Babe ♛,@PokahontasBabe,14:33,"""#ClaudiaPresidentaDeMéxico2024 #AMLOlidermundial #MexicoConClaudiaSheinbaum"""
Andres Hernandez,@AndresH18707932,14:32,"""Que las encuestas de salida no nos cuenten otra cosa, hoy los votantes estan haciendo su propia encuesta de salida y su sentido del voto Todo MORENA #PlanC #ClaudiaPresidentaDeMéxico2024 🇲🇽🇲🇽🇲🇽🇲🇽"""
ING Jose Quintero,@JoseQui58368,14:32,"""#VotoMasivoMorenaPTyPV #ClaudiaPresidentaDeMéxico2024"""
Perry (Smiley),@Miss_misstake,14:31,"""En respuesta a @Xochitl2024 De maravilla ❤️ #ClaudiaPresidentaDeMéxico2024"""
ISIC. Gabriel Abraham,@GAbrah_SF,14:31,"""En respuesta a @AngMariscal4T #ClaudiaPresidentaDeMéxico2024"""
Jorge Arturo,@JA_RoMagno,14:31,"""En respuesta a @XochitlGalvez En Tu Cara, para que los cuentes Bien! #ClaudiaPresidentaDeMéxico2024"""
Polo Benítez 🇲🇽,@polobenitez,14:30,"""#EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico2024"""
DOOM,@DOOM11854111351,14:30,"""#ClaudiaPresidentaDeMéxico2024"""
Christian popocatl,@Chrstianlevy,14:29,"""Ejerciendo mi derecho Por ti #ClaudiaPresidentaDeMéxico2024"""
G@bO 👑🐶❤️,@phrodite11,14:29,"""Hecho esta #ClaudiaPresidentaDeMéxico2024"""
Lili Islas ☕️,@duceli_175,14:28,"""Quedamos en las mejores manos para construir el 2° piso de NUESTRA Transformación💪🏼 Toda mi confianza para @Claudiashein, no nos falló como Jefa de gobierno y no nos fallará como #ClaudiaPresidentaDeMéxico2024 No te dejaremos sola y vamos junt@s #HastaLaVictoria #ClaudiaArrasará"""
Mario,@Mario_elcapi,14:27,"""En respuesta a @XochitlGalvez Misión cumplida! #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará"""
Eduardo Loera,@_edwardwilliams,14:26,"""Con el corazón siempre a la IZQUIERDA #ClaudiaPresidentaDeMéxico2024 #EsClaudia #EleccionesMéxico2024 #4taTransformación #VotaTodoMorena #PrimeroLosPobres"""
Edgar Osogobio Celix,@osogobioedgar,14:26,"""Listo, #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará #Clara"""
luis hernandez,@luishdz0606,14:25,"""#ClaudiaPresidentaDeMéxico2024 Con mí voto te digo gracias, @lopezobrador_"""
🦁 David Gustavo 🌱🚲,@DavidGustavoRR,14:25,"""Before | After #ClaudiaArrasará #ClaudiaPresidentaDeMéxico2024 #35porClaudia"""
Anabelle Lopez 🇲🇽,@anabelle_10,14:25,"""Fue, es y siempre será un honor estar con Obrador ❤️ @lopezobrador_ #AMLOElMejorPresidente #GraciasPorTanto #GraciasPorTodo #ClaudiaPresidentaDeMéxico2024 #ClaudiaPresidente2024 #MorenaVa"""
Guillermo Barrios 🇲🇽🇵🇸💪🏼,@MemoBHdz,14:24,"""Misión cumplida, mis compatriotas! 🗳👍🏼🇲🇽 #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico2024 #PlanC_YaEstáEnMarcha"""
albertito.cv,@don_cv,14:23,"""En respuesta a @Xochitl2024 Sentí mucho gusto de poder votar una vez más por MORENA #ClaudiaPresidentaDeMéxico2024"""
Sonia Lakes,@sonylakes,14:22,"""Listo!!! 6 de 6 #ClaudiaPresidentaDeMéxico2024 #esunhonorestarconobrador"""
Lemuel Ramírez,@LemForeman,14:22,"""Gracias #AMLO ahora vamos con #ClaudiaPresidentaDeMéxico2024, que siga la transformación de México #EleccionesMéxico2024"""
Victoria,@VictoriaCa69838,14:22,"""En respuesta a @Claudiashein Listo mi voto!!! #ClaudiaPresidentaDeMéxico2024 #LaVictoriaConClaudia #VivaLa4T"""
LdeLeo98,@LdeLeo28,14:21,"""#EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico2024 Ahí está el ""go Negative"", Toma tu voto Xóchitl Gálvez ✊🏼"""
Eduardo Zamora López,@EEDZAMO,14:21,"""Gracias Señor Presidente @lopezobrador_ #ClaudiaPresidentaDeMéxico2024"""
Eduardo Patiño,@Eduardo23900521,14:21,"""¡Así las cosas! #ClaudiaPresidentaDeMéxico2024"""
💛🤙,@YezzuzFlowers,14:21,"""Continuando con la transformación 🇲🇽👍🏻😎 RT #ClaudiaPresidentaDeMéxico2024 #EleccionesMéxico2024"""
Gaby Najar,@najaritas,14:20,"""Por supuesto #ClaudiaPresidentaDeMéxico2024 🌹"""
FelipeSan.,@zapatapower4T,14:20,"""Sigamos haciendo historia y de una vez enterremos a los corruptos Prianistas #CarroCompletoMorena #EsUnHonorEstarConObrador #ClaudiaPresidentaDeMéxico2024 #GraciasAMLO"""
El Art del Guti.,@guti_arturo,14:17,"""En respuesta a @ChumelTorres #ClaudiaPresidentaDeMéxico2024"""
hernan reyes,@Hhernann09Reyes,14:17,"""#ClaudiaPresidentaDeMéxico2024"""
Andrea González,@SoylaGonzalez,14:16,"""Ya cumplí con mi país. #ClaudiaPresidentaDeMéxico2024"""
Mario Pulido V,@MarioPulidoV,14:15,"""Amor con amor se paga. Mi querido presidente gracias por las ventajas que hoy regresas a nuestro país. #EsUnHonorEstarConObrador! Que siga la 4ta. Transformación. Bienvenida #ClaudiaPresidentaDeMéxico2024 🇲🇽❤️"""
SoyunbbDeUnAño,@Ivylure,14:14,"""En respuesta a @alitomorenoc Si, y vote todo Morena 👾🇲🇽 #ClaudiaPresidentaDeMéxico2024"""
Néstor Baruch,@Baruch2001,14:14,"""En respuesta a @Xochitl2024 @XochitlGalvez #ClaudiaPresidentaDeMéxico2024"""
Anna Grace 🦋,@ruelivann,14:14,"""¡¡Gracias querido presidente @lopezobrador_ 🫡 !! Seguimos creyendo en tu proyecto y vamos por el Segundo Piso de la Cuarta Transformación con @Claudiashein 👻 @ClaraBrugadaM @fernandeznorona @PartidoMorenaMx #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará"""
DIANA PEREZ,@DIANAPE11366463,14:14,"""Listo vamos por #ClaudiaPresidentaDeMéxico2024"""
AraπCé V🎗️#freeAssangeNow 💚🇵🇸🕊️🙏,@acardnasv,14:13,"""En respuesta a @rocionahle Gobernadora!! Gobernadora!! #NahleGobernadora #ClaudiaPresidentaDeMéxico2024 #EleccionesMéxico2024 #VotaMéxico2024"""
YAIR RAMIREZ SUAREZ,@skinger89,14:13,"""Yo ya vote amigos.... Seguimos con la 4t #ClaudiaPresidentaDeMéxico2024"""
Angel (poeta torturado),@angelitou23,14:11,"""Mi primera elección para el ejecutivo, con la convicción de que @Claudiashein no le falle a la confianza del pueblo mexicano. #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico2024"""
πpope Cifuentes,@PipopeCifuentes,14:11,"""Listo, ejerciendo mi derecho como ciudadano. #LosBotsNoVotan #ClaudiaPresidentaDeMéxico2024"""
Maggie (Flor),@maggie_f_,14:11,"""En respuesta a @catrina_nortena y @Claudiashein #ClaudiaPresidentaDeMéxico2024"""
Andres Hernandez,@AndresH18707932,14:10,"""Las encuestas de salida hoy en estas elecciones las estan haciendo los propios votantes al estar subiendo el sentido de su voto en las boletas medfiante fotografias, asi que sin lugar a dudas va Ganando MORENA y por mucho y en Plan C. #ClaudiaPresidentaDeMéxico2024 🇲🇽"""
Janio_Lopez,@Janio_Lopez_,14:10,"""Listooo va por la priemera presidenta y será @Claudiashein #ClaudiaPresidentaDeMéxico2024"""
Humanismo Mexicano,@AlecsGlez,14:10,"""Así te agradezco mi amado líder @lopezobrador_ y le doy la bienvenida a #ClaudiaPresidentaDeMéxico2024 @Claudiashein, que siga la #4transformación"""
Panchito López 🇵🇸 #FreePalestine 🇵🇸,@PanchLopezCaste,14:09,"""En respuesta a @MSEQUEYRO Yo, 5 de 5. #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará #PlanC"""
Jhon🐾,@tiburonjhon,14:09,"""#EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico2024 #MexicoConClaudiaSheinbaum"""
Esperanza Andrade🇲🇽Tamps.,@opalorubi,14:07,"""A pesar del sol y el calor 🔥 asistió mucha gente #ClaudiaPresidentaDeMéxico2024 #ClaudiaArrasará"""
Pertrad,@pertrad1,14:06,"""#ClaudiaPresidentaDeMéxico2024"""
Guillermo Fernandez,@memoofdz7,14:06,"""Gracias AMLO, Claudia Sheinbaum Presidenta #ClaudiaPresidentaDeMéxico2024"""
Yorch 🇲🇽🇷🇺🇸🇩,@Yorch_Petrucci,14:05,"""Mi voto es libre, pero no secreto. #ClaudiaPresidentaDeMéxico2024"""
Gerardo Hernández,@Gerardo47888452,14:04,"""En respuesta a @DiazGonzalo55 Ya valió Bertha sochil #ClaudiaPresidentaDeMéxico2024"""
Néstor Baruch,@Baruch2001,14:02,"""@Claudiashein #PlanC #ClaudiaPresidentaDeMéxico2024"""
ⓁⒾⒹⒾⓄ ⒸⓄⓇⓉⒺⓈ,@LidioCortes,14:01,"""Sufragio efectuado. De el lado correcto de la historia!! #ClaudiaPresidentaDeMéxico2024"""
Alfredo,@aletre2712,14:01,"""#ClaudiaPresidentaDeMéxico2024 #EleccionesMx2024 yo ya hice mi parte... Ahora le toca a usted."""
angélica 🇲🇽,@rosaangelicacv,14:03,"""#ClaudiaPresidentaDeMéxico2024 #EleccionesMéxico2024 @Claudiashein #6de6"""
Indy,@GirlieJKnightMx,14:59,"""#YoVotéPorXóchitl 🇲🇽💙"""
Libertario Morelos,@Antonio58808325,14:59,"""#YoVotéPorXóchitl #XóchitlGálvezPresidenta #NarcoPresidenteAMLO80 #EleccionesMéxico2024 ALV MORENA"""
Chiquilin 🇲🇽,@Chiquilin542,14:59,"""En respuesta a @MariterePP y @Xochitl2024 ¡ A huevo que si! #YoVotéPorXochitl Stamos?"""
Karina Mendez,@Karsmndz,14:59,"""Mi voto es LIBRE pero secreto. #YoVotéPorXochitl #XochitlGálvezPresidenta @Xochitl2024"""
Marcos Duarte,@M_Duarte7312,14:59,"""#YoVotéPorXochitl @XochitlGalvez @Xochitl2024 @xochilove_rs @XovenesXingones"""
Ricardo Rosas,@RicardoRos65011,14:59,"""En respuesta a @PonchoGutz Ok... #YoVotéPorXochitl"""
Adriana Niño de Rivera 🇺🇦🕊️☮️💙💛,@pildorin,14:58,"""#YoVotéPorXóchitl"""
Abogángster 🇲🇽,@EdgarRaider,14:58,"""En respuesta a @Juan_OrtizMX #YoVotarePorXóchitl #YoVotéPorXochitl"""
🇲🇽Jorge Ikeda🇺🇦🇮🇱,@jorgeikeda,14:57,"""#YoVotéPorXochitl"""
FCastillo,@fcastillo_volvo,14:57,"""#YoVotePorXochitl 😎👍🏼"""
Rodolfo Martínez Hurtado ,@rodolfomtz,14:56,"""#YoVotéPorXóchitl"""
Javier Blancas,@JavierBlancas,14:55,"""#YoVotePorXóchitl"""
Wicha M,@Wichammc,14:55,"""En respuesta a @pedroferriz3 y @AccionNacional #YoVotéPorXochitl Así se vota en Jalisco"""
Lucifer_dinand,@Realfherbk,14:55,"""#YoVotéPorXóchitl"""
Aracely Youtuber,@beibe_vega,14:55,"""Salgan todos los que salimos a marchar , no nos confiemos , INUNDEMOS las urnas #YoVotéPorXóchitl"""
Rafael Ayala,@rafaayala,14:55,"""#YoVotéPorXochitl"""
Salvadore Rodriguez,@SalvadorDuende,14:55,"""#YoVotéPorXochitl listo"""
Travel Guy 42 ✈️ 🚍 🚗,@travel_guy_42,14:54,"""#YoVotéPorXóchitl"""
Mizaki Garza,@GarzaMizaki,14:53,"""En respuesta a @citizenedgar #YoVotéPorXochitl"""
Joel González,@JoelGonzle59221,14:53,"""#YoVotéPorXochitl #XoxhitlGálvezPresidente2024"""
Wicha M,@Wichammc,14:53,"""En respuesta a @GlodeJo07 #YoVotéPorXochitl Así se vota en Jalisco"""
Iris Medina,@IrisMed25503598,14:53,"""Mi voto no es secreto 🩷 #YoVotéPorXochitl"""
More Sanvel ✖️,@jsv_more,14:53,"""En respuesta a @MilleDescubren y @jorcervan #yovotéporxóchitl"""
Coco Rocha,@CocoRochat,14:52,"""En respuesta a @Xochitl2024 #YoVotéPorXóchitl"""
Erika López,@ErikaLp09173314,14:52,"""En respuesta a @ryo_hermoso #YoVotéPorXochitl"""
omar hidalgo,@omaralberto8049,14:52,"""Toda mi confianza por xochitl #YoVotéPorXóchitl"""
MikikisMar,@mikikis,14:51,"""#YoVotéPorXóchitl PRESIDENTA!!!!!! Aaaahhh y claro y por @STaboadaMx ALV #NarcoCandidataClaudia68"""
Lilith Noeggerath,@lcenoeggerath,14:50,"""En respuesta a @Xochitl2024 #YoVotéPorXochitl"""
LlanasE1,@LlanasE1,14:50,"""#YoVotéPorXóchitl Por mejor porvenir 💖💙"""
alejandro lopez,@alejandroloopez,14:49,"""#YoVotéPorXóchitl"""
Hugo Pilgrim,@hugopilgrim,14:48,"""En este perfil Ya mandamos a chingar a sus madre a #MORENA #YoVotéPorXóchitl #XochitlGálvezPresidenta #XochitlGálvezPresidenta24 #XochitlGálvezPresidentadeMexico #XochitlGálvezPresidente"""
Yassss,@glzmyas,14:48,"""#YoVotéPorXóchitl"""
Alberto,@Galvan2317,14:46,"""Vamos México #XoxhitlGálvezPresidente2024 #YoVotéPorXóchitl"""
🎸🎷🎵A Sánchez.,@AuroraSnchezS,14:46,"""#YoVotéPorXóchitl Porque es la más Xingona"""
Aventura,@linda_flor27,14:45,"""Ya ganamos! @MarkoCortes @acostanaranjo @alitomorenoc @XochitlGalvez #YoVotéPorXochitl"""
Ecoco,@e_co_c,14:43,"""#XóchitlGálvezPresidenta #EleccionesMéxico2024 #YoVotéPorXóchitl @XochitlGalvez 🇲🇽💓🗳️"""
Luis Ca,@LuisEdmundoo,14:42,"""Vamos a recuperar el país y por un futuro mejor #YoVotéPorXóchitl"""
Elguacamole 🥑,@guacamolegreenv,14:42,"""Salgan a votar por un México mejor, aún hay tiempo. #EleccionesMéxico2024 #YoVotéPorXochitl #XoxhitlGálvezPresidente2024 #Querérato #VivaMéxico"""
GABRIEL RODRIGUEZ,@gabobringas,14:42,"""Mi madre de 97 años de edad. #YoVotePorXochitl"""
Josefo,@Josefo3001,14:40,"""#YoVotéPorXóchitl"""
Ing. kachorro,@leon_iga,14:39,"""Yo vote por que la democracia continúe !! En @queretaro queremos seguridad y paz !! #YoVotéPorXóchitl"""
Alteza Serenísima,@YoSoySantaAnna,14:38,"""#YoVotéPorXóchitl #MorenaYaSeVa"""
CitlaliCG X,@Citlalicg23,14:37,"""🩷🩷🩷🩷🤞🤞🤞🤞🩷🩷🩷🩷 #YoVotéPorXochitl #XochitlGálvezPresidenta24 #InundemosLasUrnas #EleccionesMéxico2024"""
Chuy Vázquez Briseño,@chuyvzzbri,14:37,"""#YoVotéPorXochitl"""
He Man,@heman400,14:37,"""#YoVotéPorXóchitl"""
kike mx libre,@artima123,14:36,"""#XóchitlGálvezPresidenta #YoVotarePorXóchitl #YoVotéPorXochitl #VotaMéxico2024 #EleccionesMéxico2024"""
Dul❌🇲🇽♥️,@SwettCandy85,14:34,"""#YoVotéPorXóchitl"""
majocornejo,@majocornejo,14:34,"""#YoVotéPorXochitl vamos México!!!! #EleccionesMéxico2024"""
Nur Ruiz,@nurrugi,14:34,"""Haciendo mi parte, porque Dios hará lo suyo! #XochitlGálvezPresidenta24 #YoVotéPorXóchitl"""
Octavio,@Ocristain,14:33,"""COMPARTAN!!!! #YoVotéPorXochitl #EleccionesMéxico2024"""
karla 🐨,@stillcherry_,14:33,"""Que bellas tendencias en México 🩷 y tan real la 6 #YoVotéPorXóchitl #EleccionesMéxico2024"""
El Lacra 𝕏,@lacra_jh7,14:33,"""En respuesta a @MaxKaiser75 #YoVotéPorXochitl , #NiUnSoloVotoPorMORENA"""
Hugo,@HugoReyGar,14:33,"""#YoVotéPorXóchitl"""
elAboGaDo4,@HugoHermanotas,14:33,"""Salvando a Mexico @PartidoMorenaMx #yasevan #YoVotarePorXóchitl #YoVotéPorXóchitl"""
J. Raúl Lozano J.,@JRaulLozano,14:32,"""#YoVotéPorXochitl #YaVotéporXóchitl y también por @angiemoyam ✌🏽🙌🏼"""
ErikaFG,@ErikaFG11,14:32,"""En respuesta a @DiazGonzalo55 #YoVotéPorXochitl"""
Ileana Gonzalez,@IleanaIgondegar,14:32,"""En respuesta a @Xochitl2024 #YoVotéPorXóchitl"""
Erika López,@ErikaLp09173314,14:32,"""En respuesta a @manuel_alamilla y @DiazGonzalo55 #YoVotéPorXochitl"""
Samantha 🌈✨,@SammEElaJergi,14:31,"""#YoVotéPorXóchitl 🎉🤞🏻"""
CoinGard,@CoinGard,14:31,"""En respuesta a @ClaudDelgadillo Las lágrimas de chairo saben mejor frías 🧊🧊 #YoVotéPorXochitl #yovoteporlemus"""
@Yodefiendoami🇲🇽,@1017Mimiaviles,14:29,"""En respuesta a @DiazGonzalo55 Siii #YoVotéPorXóchitl"""
JuanBoSox,@Juan28Garrido,14:29,"""#YoVotéPorXóchitl #XochitlGálvezPresidenta24"""
Javier Higuera,@javierantemio,14:29,"""#YoVotéPorXochitl cuenten bien!!"""
Dama de Hierro,@Dama_de_Hierro3,14:29,"""#YoVotéPorXochitl 🇲🇽🫶🏼🌹🚴🏼‍♀️🦋💖🤞🏼"""
Luis Carlos 🇲🇽🇺🇦,@LuisCaGtz,14:29,"""¡Aún estamos a tiempo! #YoVotéPorXóchitl"""
Gabriela Carpio,@Gabriel36195530,14:29,"""#YoVotéPorXóchitl"""
Vivi,@viviisg,14:29,"""Mi limonada dice por quien voté 🤭 #YoVotéPorXóchitl"""
Nora Guillen,@NoraGuillen1,14:28,"""En respuesta a @MaxKaiser75 #YoVotarePorXóchitl #YoVotéPorXochitl"""
Ana Diaz,@CieloADT,14:27,"""#YoVotéPorXóchitl"""
Ezequiel,@EzequielZambada,14:26,"""Por México y por la libertad, la SCJN y la constitución No se tocan #YoVotéPorXóchitl"""
Betzabe,@bxtzxbx___,14:26,"""🩷 #YoVotéPorXóchitl"""
norali garcia,@norali_mty,14:26,"""#EleccionesMéxico2024 #XoxhitlGálvezPresidente2024 #YoVotéPorXochitl"""
CarlosOficial,@carlos_jerez,14:25,"""En respuesta a @Xochitl2024 #YoVotéPorXochitl"""
Ericktrocitoo 💙🤞🏼,@ericktrocitoo,14:24,"""#YoVotéPorXóchitl 🇲🇽🙌🏼"""
Ariadna,@Centauro2611,14:24,"""#YoVotéPorXóchitl"""
Erick Zapata,@ErickZapataH,14:23,"""#EleccionesMx20224 #EleccionesMexico2024 #Yovoteporxochitl #XóchitlGalvezPresidenta2024 #EsHonorEstarConObrador #XochitlGálvezPresidenta #XochitlYaGanó"""
Víc perez,@VikPerez28,14:23,"""#YoVotéPorXóchitl desde Torreón coahuila con Xochitl, saquemos a Narco-morena🤮"""
El Gabo Rodriguez,@OficialGaboRod1,14:22,"""#YoVotéPorXóchitl a la verga con la puta de shitbaum y mugrena"""
Marvs,@marveenken,14:21,"""El voto es libre y secreto pero para nadie es un secreto que #YoVotéPorXóchitl"""
Triana 🜏,@thenotoriuslevi,14:20,"""Si lo sabe Dios, que lo sepa el mundo #YoVotéPorXóchitl #XochitlGálvezPresidenta #EleccionesMéxico2024"""
Yazvel,@yazvel0907,14:20,"""Vamos Xóchitl 🗳️🤙🏻 #YoVotéPorXóchitl"""
Gerardo Hernández Dávalos,@Gerardo65456906,14:20,"""En respuesta a @MaxKaiser75 #yavotéporxóchitl #YoVotéPorXóchitl #YoYaVotéXXóchitl #XoxhitlGálvezPresidente2024"""
Chiquilin 🇲🇽,@Chiquilin542,14:19,"""Listo mi Raza, Misión cumplida!! Vine expresamente desde NY, para apoyar a Nuestra esperanza y próxima presidenta de MÉXICO @Xochitl2024 #YoVotéPorXochitl"""
Ꝉօմìҽ Ɱ×,@quadra_mx,14:17,"""En respuesta a @SLP_Today #YoVotéPorXochitl 🤞 #EleccionesMéxico2024 🗳 🇲🇽"""
Gaston Sanchez,@sanc88348,14:17,"""Voté temprano para poder dar una vuelta por el rancho y darme cuenta que esta vez si lo tomamos un poquito más en serio. #EleccionesMéxico2024 #YoVotéPorXochitl"""
Glo ★,@GloRieta_M,14:59,"""#EleccionesMéxico2024 #YaVotéporClaudiaShenbaum #EsClaudiaPresidentaDeMéxico 😊"""
As Tamariz,@AsTamariz,14:59,"""Con la enorme satisfacción de hacer historia con la primera Presidenta de México @Claudiashein #SigamosHaciendoHistoria #ClaudiaPresidentaDeMéxico2024"""
ΛʙʀΛʜΛᴍ carrizosa ᴠ ⌬ 🍒,@CAbrahamV,14:59,"""Llevo esperando seis años este bendito momento; ahora sí, a chsm MORENA #XochitlGálvezPresidente24 #EleccionesMéxico2024"""
Pepemi,@pepemi_R,14:59,"""#EleccionesMéxico2024 #YoVotéPorXóchitl por un mejor México 🇲🇽"""
Nahomy HG,@HurtNahomy,14:59,"""#YoVotéPorXochitl #EleccionesMéxico2024 Mi flaquito y yo ya votamos"""
Alfonso Garcia,@PonchoGarcia89,14:59,"""Maynez, Maynez Maynez Presidente 🎶🎶 #EleccionesMéxico2024"""
Xris,@xstian_m,14:59,"""Adiós a los Narco delincuentes de #morenadestruyendoaméxico #EleccionesMéxico2024 #XóchitlGálvezPresidenta #YoVotéPorXochitl"""
Raquel Sanji,@SanjiRaquel,14:59,"""#EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico2024 Mi voto es libre más no secreto"""
