User,arroba,hora de publicación,publicación
Karim Zarif,@Hijo7de_Dios,10:40,"""#TODOMORENA Ya se la pelaron #EleccionesMéxico2024"""
Daniel Filorio,@dxniel_rf,10:39,"""Por un #MexicoSinMiedo 🤞🏻🩷 #MiVotoEsParaXóchitl #EleccionesMéxico2024"""
Panina,@P1111Sollano,10:38,"""#EleccionesMéxico2024 #XochitlGálvezPresidenta24"""
Nubia2,@Nubiap38,10:36,"""Ya voté, ¿Ustedes ya lo hicieron? #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico2024"""
Elisa Calderon R.,@elisacalderonr,10:59,"""#XóchitlGálvezPresidenta"""
Ari Rodriguez Lugo 🏳️‍⚧️,@AriRodriguezMX,10:59,"""Que si eres LGBT+ tienes que votar por la 4T. Pues no chiquites. Siempre hay opciones. #XóchitlGálvezPresidenta"""
Eduardo M. “X”,@EduardoMMI6,10:58,"""Mi voto y el de dos amigos más. #XóchitlGálvezPresidenta"""
Luz de Alba Bustamante,@LuzdeAlbaB,10:58,"""#YoVotePorXochitl #XóchitlGálvezPresidenta"""
💕Maribel💕💋,@ogribell,10:58,"""Llegué a mi casilla a las 7:20am. Pues dieron las 8am y nada que abrieron la casilla... #XóchitlGálvezPresidenta"""
Blanca Garcia,@blancagh7676,10:56,"""Soy maestra y ya voté por amor a mi país. Que emoción ver las urnas llenas a esta hora. #XochitlGálvezPresidenta"""
Claudia de la Cerda X,@ccer0603,10:56,"""En respuesta a @REPORTINQUIETO y @XochitlGalvez #XóchitlGálvezPresidenta a darle raza que ya ganamos!"""
Jonathan Sjon,@sjonmx,10:55,"""Hay ama... sin miedo. #EleccionesMéxico2024 #XóchitlGálvezPresidenta"""
Nutrias al poder,@NutriarcadoYa,10:54,"""Las nutrias ejercimos el único voto cruzado útil. #EleccionesMéxico2024 #ElecciónPresidencial"""
Lorenza 💅🏻,@soy_lorenza,10:52,"""Yo ya voté #XóchitlGálvezPresidenta #EleccionesMéxico2024"""
Ramiro López,@soyramirolopez,10:50,"""En respuesta a @Bibymar También ya. ¡Qué emoción, qué nervios! #XóchitlGálvezPresidenta"""
Gerardo Ochoa-Vargas, MD,10:48,"""10min,#ElecciónPresidencial #XóchitlGálvezPresidenta #VotaMéxico2024 #QueChingueSuMadreElCártelMorena"""
Alma C,@AlmaAllegro,10:50,"""#XochitlGálvezPresidenta #XochitlGálvezPresidenta24 #EleccionesMéxico2024 #MorenaDestruyendoMexico"""
V007,@_Vicente007,10:48,"""Listo, esperamos que Dios nos dé la victoria!!! #XochitlGálvezPresidenta"""
FERNANDO RAMIREZ L,@ralufer,10:47,"""En respuesta a @laishawilkins y @PRDMexico. Hice lo mismo, como millones de mexicanos. #XochitlGálvezPresidenta"""
Gustavo Adolfo Tatacha,@Arcady007,10:46,"""Ni un voto a Morena, porque Morena nomás mi axila. #XóchitlGálvezPresidenta"""
armandofdz,@armandofdz_,10:44,"""Yo ya voté 🗳️ #XochitlGálvezPresidenta #EleccionesMéxico2024 #VotaMexico2024"""
𝐸𝓈𝓅𝓇𝑒𝓈𝓈𝑜,@EnnemiParfait,10:43,"""#Elecciones2024MX Listo! Hice fila en el sol… pero ya votamos! #YoVotéPorXóchitl #XochitlGálvezPresidenta"""
Irving Centeno O,@sonimzt,10:41,"""Mi voto listo ✅#XochitlGálvezPresidenta"""
Miguel Rodriguez,@miguelr_mx,10:39,"""Vamos con @XochitlGalvez 🫶🏼 #XochitlGálvezPresidenta 🤞🏼"""
Oscar San Luis,@oscar_slsl,10:39,"""Por mi parte... @PartidoMorenaMx te puedes ir de puntitas a chtpm 🗳️ #XóchitlGálvezPresidenta"""
Soldatino di Ferro,@AbramCalzada,10:22,"""Es un honor sacar a Obrador. #EleccionesMexico2024 #ElecciónPresidencial"""
Juan Medina,@doctorjuanito,10:59,"""Que siga la transformación. ❤️ #ChairoHastaLasChanclas. #EleccionesMéxico2024"""
Pavel Mancera Piña,@pavel_mancera,10:59,"""Día de elecciones! Mandé mi voto desde Países Bajos. Que siga la revolución. #ClaudiaPresidentaDeMéxico"""
YOLLOXAN,@XANTILTI,10:57,"""Nikan tochantzinco ope keh las 8:20am neh o ni tlamahchoti las 9:32am nocni #amlo Miek toc. #EleccionesMéxico2024"""
LUCIRBDF,@LUCIRBDF,10:55,"""Mi voto para SANTIAGO TABOADA. #XóchitlGálvezPresidenta #ElecciónPresidencial"""
𝕷𝖚𝖎𝖘 𝕺𝖈𝖙𝖆𝖛𝖎𝖔.©,@octaviorobles,10:51,"""#EleccionesMéxico2024 #ElecciónPresidencial @Claudiashein Presidenta"""
Asileg,@A_EliG_12,10:50,"""#EleccionesMéxico2024 #ElecciónPresidencial votando por la #4taTransformación"""
Nutrias al poder,@NutriarcadoYa,10:48,"""Las nutrias ejercimos el único voto cruzado útil. #EleccionesMéxico2024"""
Gerardo Ochoa-Vargas, MD,10:55,"""16m,#ElecciónPresidencial #XóchitlGálvezPresidenta y sobre todo #QueChingueSuMadreElCártelMorena"""
Luis Carmona,@LCarmonaA_,10:15,"""Gracias por todo Tata @lopezobrador_, el mejor homenaje será seguir tu ejemplo siempre. #EleccionesMéxico2024"""
Andrea,@andreaort23,10:07,"""#VotaPorMéxico #YoYaVotéXXóchitl #MexicoDespierta #MexicoVaConX"""
I’m a Millennial, so? 🥑,10:41,"""54m,A CHASPM MORENA!!! #EleccionesMexico2024 #ElecciónPresidencial"""
サンティアゴ,@JSHernandez028,10:03,"""Automated #EleccionesMéxico2024 #EsClaudiaPresidentaDeMéxico #4T"""
