User,arroba,hora de publicación,publicación
Elis 🇲🇽 PROAMLO,@ElisGaher,08:29,"""El mejor presidente de México. #ClaudiaPresidentaDeMéxico2024"""
ѕaraн нerdez,@SarahHerdez,08:07,"""Ya voté. #ClaudiaPresidentaDeMéxico2024"""
Condesa Pro Vecinos,@CondesaVecinos,08:01,"""Se hizo se logró. #VotoMasivo 🥰 @XochitlGalvez"""
amira Blas,@BlasZam,08:45,"""En la casilla 11JDE-CDMX, en Penitenciaria, te dan boletas repetidas. OJO! #EleccionesMx2024 #XochitlVaAGanar"""
Alejandro Balbino,@AlejandroB93407,08:22,"""@XochitlGalvez #EleccionesMx2024 #VotoÚtil2024"""
Olga Olvera,@olgaolvera,08:59,"""Hoy es el día de acordarnos de todo en estos 6 años. #EleccionesMx2024 #Vota"""
Esmeralda 🍉,@ESMEBOMBON,08:16,"""Ustedes disculpen, pero #AmorConAmorSePaga 🥰👍🗳️🫶 #EleccionesMéxico2024"""
Julio Sandoval,@soyjulio13,08:22,"""Aún no abren la casilla 4448 pero ya formados. #VotaMéxico2024 #YoVotaréPorXóchitl"""
𝔸𝕝𝕖 𝕃𝕖ó𝕟 ,@Ale___Leon,08:04,"""Me llena de alegría la participación en #CdVictoria. #InundemosLasUrnas"""
UNE México,@unemexico_,08:14,"""En @BJAlcaldia la gente puntual a fiesta democrática. #InundemosLasUrnas"""
Mauricio Flores A,@mfloresarellano,08:28,"""#InundemosLasUrnas En Telixtlahuaca, Morena controla casillas. @INEMexico"""
FERMOR,@FERMOR_23,08:03,"""Si te da flojera hacer fila, imagina hacer fila todos los días. #InundemosLasUrnas"""
𝕏ßragı 🐐,@Bragi_Gunlod,08:58,"""@Claudiashein no tiene corazón. #YoVotarePorXóchitl #InundemosLasUrnas"""
Luis Carpintero,@Luiscarpintero,08:01,"""Una vez más Los Simpson lo hacen. #InundemosLasUrnas"""
El Enigma,@El_Enigma,08:08,"""Porque tan elegante? Hoy elegimos a #XochitlGálvezPresidente24"""
Cuco🐔Coroco,@SogneQue,08:32,"""Hoy mi voto va para la transformación. #EleccionesMexico2024"""
Dieguito,@_DiegoCordova,08:59,"""Desde Tabasco queremos que continúe con Claudia. #ClaudiaPresidentaDeMéxico"""
Gustavo Díaz,@Gustavo_DiazU,08:59,"""Treinta metros para doblar la esquina en la fila. #ClaudiaPresidentaDeMéxico2024"""
Jose Zetina,@JoseZetina8127,08:59,"""Si odias a #ClaudiaPresidentaDeMéxico2024 ponle una ❌ en la boleta."""
Sergio Alonso,@SergioAlonsoLS,08:59,"""Vamos por el segundo piso. #ClaudiaPresidentaDeMéxico2024"""
GOH,@OHGama85,08:57,"""#EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico"""
El Gato xXx,@El_Gato_xxx,08:55,"""Ya fan de su futura presidenta. #ClaudiaPresidentaDeMéxico2024"""
DLTJ,@Mexicoinmotion,08:59,"""Ya cumplí. Todo mi apoyo a @Xochitl2024 #XochitlYaGanó"""
Nani💋,@nanyy0104,08:58,"""Culo el que vote por Xóchitl. #EleccionesMx2024"""
Claudia Presidenta,@ClaudiaS_24,08:53,"""Nuestra próxima presidenta ya emitió su voto. #ClaudiaArrasará"""
Gabriela Wheel,@Gabbicha_rueda,08:59,"""“Pal desayuno”. #InundemosLasUrnas #MiVotoEsParaXóchitl"""
Chivas0420,@Chivas0420,08:59,"""#InundemosLasUrnas Votemos Plan C Todo Morena."""
JULIETA MARTÍN.,@greta1940_,08:56,"""#InundemosLasUrnas #ClaudiaArrasará"""
Jerry,@jerry_silver,08:54,"""Ya voté. #Inundemoslasurnas"""
Antonio Wolf Bot,@gog_antonio,08:54,"""En respuesta a @arramrt Saludos amigo. #InundemosLasUrnas"""
Aliofa,@AlineOfarrill,08:54,"""@ClaraBrugadaM hará historia perdiendo la CDMX. #InundemosLasUrnas"""
Emanuel Rivadeneira,@EmanuelRdeneira,08:52,"""#InundemosLasUrnas Hoy es un día histórico. Claudia Presidenta 2024."""
Tabatha Cale ส็็็็็็,@Tabatha33,08:47,"""3 denuncias levantadas en Cuernavaca. #InundemosLasUrnas"""
︎karlita lvs tea 🇲🇽; ❣️,@ashemilio,08:46,"""Ckaudia Sheimbaum presidenta, van a ver. #InundemosLasUrnas"""
Aldo Zavala 🌍,@Aldo_Z,08:36,"""Hace 6 años el miedo era Venezuela, ahora es Guerrero. #EleccionesMéxico2024"""
Carlos Andrés,@GarciaAndret,08:35,"""Es el momento de actuar. #InundemosLasUrnas"""
Mariana Mar,@AnaguerraMar,08:35,"""Sal a votar, ejerce tu derecho. #InundemosLasUrnas"""
CARACUS 🇲🇽,@caracusmx,08:34,"""Quítate el desinterés y vota. #InundemosLasUrnas"""
Mad Marx,@MarximoExponenT,08:32,"""Vamos Xóchitl. #InundemosLasUrnas"""
edgar ochoa ramirez,@edgar_8aa,08:15,"""Soy Edgar. #YoVotarePorXóchitl"""
Mauricio Flores A,@mfloresarellano,08:15,"""#InundemosLasUrnas Morena controla casillas."""
AleX Alcántara,@Kidkbk,08:12,"""Respondiendo a @alejandroaalex. Típico post cuatroteísta. #VotaSinMiedo"""
feba É. Flowers ,@feba_eflores,08:11,"""Que la unión vuelva a México. #InundemosLasUrnas"""
CHRISTINA ROSENTHAL,@CRISTINAITOR48,08:08,"""#PlanC_YaEstáEnMarcha #InundemosLasUrnas"""
AleX Alcántara,@Kidkbk,08:05,"""Listo @XochitlGalvez ya voté por ti. #YoVoteporXochitl"""
Teresa Ortuño Gurza,@teresaortuno,08:04,"""La fila es del doble. #InundemosLasUrnas"""
Julieta Lopez,@juliemarabotto,08:04,"""Mucha gente votando en Zibatá. #EleccionesMexico2024"""
Mariana Mar,@AnaguerraMar,08:02,"""Hoy es el día para hacer la diferencia. #InundemosLasUrnas"""
Sergio Segura Cano,@sergio_segucano,08:01,"""#InundemosLasUrnas #YoVotépprXochitl"""
Pau Pliego,@PauliPliego,08:01,"""¡La fila es enorme! 🩷🇲🇽🩷. #InundemosLasUrnas"""
⚜️Kat &🐱Saga,@KatLaMaat,08:17,"""Pues ya voté. #InundemosLasUrnas"""
Nacho PalafoX,@nachopalafox,08:10,"""Ya voté por Xóchitl. #InundemosLasUrnas"""
Pedro Arbizu,@PedroArb,08:47,"""Vota con responsabilidad. #InundemosLasUrnas"""
Carlos Andrés,@GarciaAndret,08:44,"""La democracia nos necesita a todos. #InundemosLasUrnas"""
Fernando Vázquez Rig,@fvazquezrig,08:55,"""Tu arma más poderosa. #InundemosLasUrnas"""
Olga Espinoza,@olgaev9,08:26,"""Hemos cumplido. Viva México. #InundemosLasUrnas"""
Ángel Zasky,@AngelZasky,08:03,"""Desde temprano emití mi voto. #InundemosLasUrnas"""
👊🏻🇲🇽 🇺🇦Ana Paula Duran,@anapaula_duran,08:47,"""Vota sin miedo. #InundemosLasUrnas"""
